site_id,sheet,collected,source_total,method,confidence,endpoint_used,note
nzpri-aut-ac-nz-document-library,뉴질랜드완료,7,,unknown,,,nzpri.aut.ac.nz/document-library/documen:http_403; nzpri.aut.ac.nz:http_403; nzpri.aut.ac.nz/document-library/all-doc:http_403; nzpri.aut.ac.nz/document-library:http_403
nts-go-kr-nts,한국완료,42,,unknown,,,www.nts.go.kr/nts/na/ntt/selectNttFileLi:no_total_field; www.nts.go.kr:not_json; www.nts.go.kr/nts/na/ntt/selectNttList.d:not_json; www.nts.go.kr/nts/na/ntt/selectNttInfo.d:not_json
nordlandsforskning-no-en,Norway Research Centers,304,,unknown,,,www.nordlandsforskning.no/publikasjoner?:no_total_field; www.nordlandsforskning.no:no_total_field; www.nordlandsforskning.no/en/publication:not_json
nesc-ie-publications,Irish Research Centers,121,,unknown,,,www.nesc.ie/wp-json/nesc/v1/publications:error:ConnectTimeout; www.nesc.ie:error:ConnectTimeout; www.nesc.ie/publications/:error:ConnectTimeout
pbc-gov-cn-en,중국 완료,224,,unknown,,,www.pbc.gov.cn:not_json; www.pbc.gov.cn/en/3688247/3688978/370914:not_json
nistdigitalarchives-contentdm-oclc-org-digital,American Research Institutes,788,,unknown,,,nistdigitalarchives.contentdm.oclc.org:not_json; nistdigitalarchives.contentdm.oclc.org/d:not_json; nistdigitalarchives.contentdm.oclc.org/d:not_json
ostrnrcan-dostrncan-canada-ca-search,Canadian Research Centers,220,198333,dspace_rest7,low,https://ostr-backend-prod.azure.cloud.nrcan-rncan.gc.ca/server/api/discover/search/objects,https://ostr-backend-prod.azure.cloud.nrcan-rncan.gc.ca/server/api/discover/search/objects [ratio=902x:review_possible_unscoped_endpoint]
ons-gov-uk-search,영국완료,516,,unknown,,,api.beta.ons.gov.uk:no_total_field; www.ons.gov.uk:not_json; www.ons.gov.uk/search?q=uk+wide&page=1&f:not_json
nupi-no-en,Norway Research Centers,28,,unknown,,,www.nupi.no/en/publications?pcform%5Bpub:not_json; www.nupi.no:not_json; www.nupi.no/en/publications?pcform%5Bpub:not_json
nidi-nl-en,Dutch Research Centers,285,,unknown,,,nidi.nl:not_json; nidi.nl/en/publications/:not_json; nidi.nl/wp-admin/admin-ajax.php:http_400
opendata-centralbank-ie-dataset,Irish Research Centers,38,,unknown,,,opendata.centralbank.ie:http_202; opendata.centralbank.ie/dataset/:http_202
niddk-nih-gov-news,American Research Institutes,124,,unknown,,,www.niddk.nih.gov:not_json; www.niddk.nih.gov/news/archive?nt=nr:not_json; www.niddk.nih.gov/news/archive?nt=nr&p={:not_json; www.niddk.nih.gov/rss/news:not_json
onera-fr-fr,French Research Institutes,145,,unknown,,,www.onera.fr:not_json; www.onera.fr/fr/presse:not_json; www.onera.fr/fr/presse?page=1:not_json
pbocri-org-cn-lnzy3html,중국 완료,8,,unknown,,,www.pbocri.org.cn:not_json; www.pbocri.org.cn/lnzy3.html:not_json
opengov-seoul-go-kr-research,한국완료,344,,unknown,,,opengov.seoul.go.kr/research/list:not_json; opengov.seoul.go.kr:not_json
pbocri-org-cn-xslwhtml,중국 완료,2,,unknown,,,www.pbocri.org.cn:not_json; www.pbocri.org.cn/xslw.html:not_json
politie-be-statistieken,벨기에완료,95,,unknown,,,www.politie.be:http_403; www.politie.be/statistieken/nl/morfologi:http_403
pmc-gov-au-resources,호주완료,129,,unknown,,,www.pmc.gov.au:http_403; www.pmc.gov.au/resources?f%5B0%5D=db_r_p:http_403
opendata-dk-search,덴마크완료,70,75,ckan,high,https://ckan.oddk.prod.datopian.com/api/3/action/package_search,https://ckan.oddk.prod.datopian.com/api/3/action/package_search
par-nsf-gov-search,American Research Institutes,2481,,unknown,,,par.nsf.gov/search/product-type:Journal%:not_json; par.nsf.gov:not_json; par.nsf.gov/data_raid/ruci_workspace/frw:http_404; par.nsf.gov/search/product-type:Dataset:not_json
police-go-kr-user,한국완료,747,,unknown,,,www.police.go.kr:not_json; www.police.go.kr/user/bbs/BD_selectBbsLi:http_500; www.police.go.kr/user/bbs/BD_selectBbs.d:not_json; www.police.go.kr/user/bbs/BD_selectBbsLi:http_500
prism-go-kr-homepage,한국완료,2900,,unknown,,,api.prism.go.kr/prism-be-prtl/search/tot:http_400; www.prism.go.kr:not_json; www.prism.go.kr/homepage/asmt/popup:not_json; www.prism.go.kr/homepage/prtl/totalsearc:not_json
pasteur-fr-en,French Research Institutes,314,2036,html_paginate,low,https://www.pasteur.fr/en/search-press?field_pst_doc_type=49&page=57,https://www.pasteur.fr/en/search-press?field_pst_doc_type=49&page=57
portaldiplomatico-mne-gov-pt-en,Portugal Ministries,378,,unknown,,,portaldiplomatico.mne.gov.pt:not_json; portaldiplomatico.mne.gov.pt/en/communic:not_json
ots-at-pressemappe,오스트리아완료,500,,unknown,,,core2023.ots.at/api/v1:http_404; www.ots.at:not_json; www.ots.at/pressemappe/54/bundesminister:not_json
pbl-nl-en,Dutch Research Centers,649,,unknown,,,www.pbl.nl:not_json; www.pbl.nl/en/publications?key=&type%5B2:not_json; www.pbl.nl/en/publications?key=&type%5B2:not_json
pleanala-ie-en-ie,Irish Research Centers,54,,unknown,,,www.pleanala.ie:not_json; www.pleanala.ie/en-IE/Statistics/Annual-:not_json; www.pleanala.ie/en-IE/Statistics/Quarter:not_json; www.pleanala.ie/en-IE/Publications:not_json
plan-be-nl,벨기에완료,152,,unknown,,,www.plan.be:not_json; www.plan.be/sitemap.xml:not_json; www.plan.be/nl/publicaties:not_json
opm-go-kr-opm,한국완료,660,,unknown,,,www.opm.go.kr:not_json; www.opm.go.kr/opm/news/press-release.do:not_json; www.opm.go.kr/opm/info/policies.do:not_json
noc-ac-uk-publications,영국완료,234,,unknown,,,noc.ac.uk:not_json; www.noc.ac.uk/publications:not_json; noc.ac.uk/publications:not_json
polytechnique-edu-presse,French Public Universities,226,,unknown,,,www.polytechnique.edu:not_json; www.polytechnique.edu/presse/communiques:not_json
nifu-no-en,Norway Research Centers,363,,unknown,,,www.nifu.no/wp-content/themes/nifu-child:http_403; www.nifu.no:not_json; www.nifu.no/en/nifu-alle-publikasjoner/:not_json
noc-ac-uk-about-us,영국완료,7,,unknown,,,noc.ac.uk:not_json; noc.ac.uk/about-us/literature-brochures:not_json; www.noc.ac.uk/who-we-are/our-purpose/lit:not_json
openaire-eu-os-slovenia,Slovenia Research Centers,28,,unknown,,,"oseurope.openaire.eu/api/surveys:rejected_total<collected(1<28,method=json_total); oseurope.openaire.eu/api/answers/public:http_500; oseurope.openaire.eu/api/answers/public/:http_500; oseurope.openair"
publications-idiap-ch-publications,Switzerland Research Centers,231,,unknown,,,publications.idiap.ch:not_json; publications.idiap.ch/publications/artic:not_json; publications.idiap.ch/publications:not_json
rda-go-kr-board,한국완료,1020,,unknown,,,www.rda.go.kr:not_json; www.rda.go.kr/board/board.do?mode=list&p:not_json
publicservice-govt-nz-data,뉴질랜드완료,61,,unknown,,,www.publicservice.govt.nz:not_json; www.publicservice.govt.nz/data/workforce:not_json; www.publicservice.govt.nz/sitemap.xml:not_json; www.publicservice.govt.nz/sitemap.xml/si:http_404
pubshop-bmbwf-gv-at-indexphp,오스트리아완료,479,,unknown,,,pubshop.bmbwf.gv.at:not_json; pubshop.bmbwf.gv.at/index.php:not_json; pubshop.bmbwf.gv.at/index.php?article_id:not_json
regjeringen-no-en,Norway Ministries,187,,unknown,,,www.regjeringen.no:http_403; www.regjeringen.no/en/find-document/id20:http_403; www.regjeringen.no/en/find-document/id20:http_403
pps-go-kr-kor,한국완료,290,,unknown,,,www.pps.go.kr:not_json; www.pps.go.kr/kor/bbs/list.do:not_json; www.pps.go.kr/kor/bbs/view.do:http_404; www.pps.go.kr/kor/bbs/list.do?key=00664:not_json
publicsafety-gc-ca-cnt,Canada Ministries,424,,unknown,,,www.publicsafety.gc.ca:not_json; www.publicsafety.gc.ca/cnt/nws/nws-rlss/:http_404
publicservice-govt-nz-research-and-data,뉴질랜드완료,110,,unknown,,,www.publicservice.govt.nz/research-and-d:not_json; www.publicservice.govt.nz/research-and-d:not_json; www.publicservice.govt.nz:not_json
psi-ch-en,Switzerland Research Centers,405,,unknown,,,www.psi.ch:not_json; www.psi.ch/en/news/news:not_json; www.psi.ch/en/about/business-report:not_json
repository-library-noaa-gov-view,American Research Institutes,812,,unknown,,,repository.library.noaa.gov:http_403; repository.library.noaa.gov/browse/recen:http_403; repository.library.noaa.gov/view/noaa/:http_403; repository.library.noaa.gov/view/noaa/72:http_403
provenienzforschung-gv-at-empfehlungen-des-bei,오스트리아완료,425,,unknown,,,provenienzforschung.gv.at:not_json; provenienzforschung.gv.at/empfehlungen-d:not_json
publikationen-bundesregierung-de-pp-de,Germany Ministries,112,,unknown,,,www.publikationen-bundesregierung.de/pp-:http_404; www.publikationen-bundesregierung.de:not_json; www.publikationen-bundesregierung.de/pp-:not_json; www.publikationen-bundesregierung.de/ser:no_total_f
rcaanc-cirnac-gc-ca-eng,Canada Ministries,33,,unknown,,,www.rcaanc-cirnac.gc.ca:not_json; www.rcaanc-cirnac.gc.ca/eng/157513132313:not_json
repository-cern-search,Switzerland Research Centers,500,,unknown,,,repository.cern/api/records:http_403; repository.cern:http_403; repository.cern/search?q=&f=access_statu:http_403
repository-naturalis-nl,Dutch Research Centers,9681,,unknown,,,repository.naturalis.nl/data_raid/ruci_w:http_404; repository.naturalis.nl/data_raid/ruci_w:http_404; repository.naturalis.nl:not_json; repository.naturalis.nl/data_raid/ruci_w:http_404
regulation-govt-nz-about-us,뉴질랜드완료,247,,unknown,,,www.regulation.govt.nz/about-us/our-publ:not_json; www.regulation.govt.nz:not_json; www.regulation.govt.nz/data_raid/ruci_wo:http_404; www.regulation.govt.nz/about-us/our-publ:not_json
ptb-de-cms,GER ResearchCenters(Unfinished),8,,unknown,,,www.ptb.de:http_500; www.ptb.de/cms/presseaktuelles/wissensch:error:ConnectionError; oar.ptb.de:not_json
samr-gov-cn-zw,중국 완료,315,,unknown,,,www.samr.gov.cn/api-gateway/jpaas-publis:no_total_field; www.samr.gov.cn:not_json; www.samr.gov.cn/zw/zjwj/zcjd/index.html:not_json
safefood-net-news,Irish Research Centers,31,,unknown,,,www.safefood.net:http_403; www.safefood.net/communications/news:http_403; www.safefood.net/news:http_403
presse-cnam-fr-communiques,French Public Institutions,36,,unknown,,,presse.cnam.fr:not_json; presse.cnam.fr/communiques/:not_json; presse.cnam.fr/communiques/tous-les-comm:not_json
rijksoverheid-nl-documenten,Netherland Ministries,274,,unknown,,,www.rijksoverheid.nl:not_json; www.rijksoverheid.nl/documenten:not_json; www.rijksoverheid.nl/documenten?trefwoor:not_json
presse-economie-gouv-fr,France Ministries,1206,,unknown,,,presse.economie.gouv.fr/search/+/feed/rs:not_json; presse.economie.gouv.fr:not_json; presse.economie.gouv.fr/?s=+&type=commun:not_json
repository-lboro-ac-uk,영국완료,128,,unknown,,,api.figshare.com/v2:http_404; api.figshare.com/v2/articles:no_total_field; api.figshare.com/v2/articles/{article_id:http_400; repository.lboro.ac.uk:http_202
sastind-gov-cn-n10086200,중국 완료,474,,unknown,,,www.sastind.gov.cn:not_json; www.sastind.gov.cn/n10086200/n10086319/i:not_json; www.sastind.gov.cn/n10086200/n10086319/i:http_404
rigsrevisionen-dk-revisionssager,덴마크완료,590,,unknown,,,www.rigsrevisionen.dk:not_json; www.rigsrevisionen.dk/sitemap.xml:not_json; www.rigsrevisionen.dk/revisionssager:not_json
sante-gouv-fr-ministere,France Ministries,145,,unknown,,,sante.gouv.fr:not_json; sante.gouv.fr/ministere/documentation-et:not_json; sante.gouv.fr/ministere/documentation-et:not_json
scourt-go-kr-portal,한국완료,982,,unknown,,,www.scourt.go.kr:not_json; www.scourt.go.kr/portal/news/NewsListAct:not_json; www.scourt.go.kr/portal/news/NewsViewAct:not_json; www.scourt.go.kr/portal/news/NewsListAct:not_json
policyalternatives-ca-news-research,Canadian Research Centers,1543,,unknown,,,www.policyalternatives.ca/wp-json/wp/v2:no_total_field; www.policyalternatives.ca:not_json; www.policyalternatives.ca/news-research/:not_json
pure-mpg-de-search,GER ResearchCenters(Unfinished),75,,unknown,,,pure.mpg.de:http_403; pure.mpg.de/search:http_403
saemangeum-go-kr-sda,한국완료,428,,unknown,,,www.saemangeum.go.kr:not_json; www.saemangeum.go.kr/sda/brd/list.do?key:http_404; www.saemangeum.go.kr/sda/brd/view.do:http_404
ruomoplus-lib-uom-gr-simple-search,Greece Research Centers,500,,unknown,,,ruomoplus.lib.uom.gr/simple-search?query:not_json; ruomoplus.lib.uom.gr:not_json
search-worldcat-org-ko,USA Executive Departments,14,,unknown,,,search.worldcat.org:http_403; search.worldcat.org/ko/search?q=ai&openA:http_403; search.worldcat.org/api/search:http_403; search.brave.com/search:not_json
scp-nl-publicaties,Dutch Research Centers,243,,unknown,,,www.scp.nl/api/search:http_400; www.scp.nl:not_json; www.scp.nl/publicaties:not_json
sejong-go-kr-bbs,한국완료,500,,unknown,,,www.sejong.go.kr:not_json; www.sejong.go.kr/bbs/R0079/list.do:not_json; www.sejong.go.kr/bbs/R0079/view.do:not_json; www.sejong.go.kr/cmm/fms/FileDown.do:not_json
search-nal-usda-gov-discovery,USA Executive Departments,452,,unknown,,,search.nal.usda.gov:not_json; search.nal.usda.gov/primaws/rest/pub/pnx:http_400; search.nal.usda.gov/discovery/collection:not_json; search.nal.usda.gov/discovery/collection:not_json
repository-tno-nl-doclist,Dutch Research Centers,10508,,unknown,,,repository.tno.nl:not_json; repository.tno.nl/DocList:not_json; repository.tno.nl/DocList?find=ID%20%3E%:not_json
si-re-kr-bbs,한국완료,501,,unknown,,,www.si.re.kr:not_json; www.si.re.kr/bbs/list.do:http_404; www.si.re.kr/bbs/view.do:http_404; www.si.re.kr/atch/fileDown.do:http_404
reglementation-controle-asnr-fr-information,French Public Institutions,6,,unknown,,,reglementation-controle.asnr.fr:not_json; reglementation-controle.asnr.fr/informat:not_json
science-libraries-canada-ca-eng,Canadian Research Centers,31,,unknown,,,science-libraries.canada.ca/eng/search/:not_json; science-libraries.canada.ca:not_json; science-libraries.canada.ca/eng/search/?:not_json
presse-curie-fr-section,French Research Institutes,300,,unknown,,,presse.curie.fr:not_json; presse.curie.fr/wp-admin/admin-ajax.php:http_400; presse.curie.fr/section/communiques/?lan:not_json; presse.curie.fr/section/communiques/?lan:not_json
simula-no-publications,Norway Research Centers,73,,unknown,,,"api.nva.unit.no/search/resources:rejected_total<collected(0<73,method=json_total); www.simula.no:not_json; www.simula.no/publications/?status=publi:not_json; api.nva.unit.no/publication/{identifier}:h"
science-astron-nl-science-astron,Dutch Research Centers,117,,unknown,,,science.astron.nl:error:ConnectionError; www.astron.nl/~leeuwen/ag/pub-ag.{year}.:http_500; api.openalex.org/works:no_total_field; science.astron.nl/science-astron/publica:error:ConnectionError
ris-bka-gv-at-ergebniswxe,오스트리아완료,507,,unknown,,,www.ris.bka.gv.at:not_json; www.ris.bka.gv.at/data_raid/ruci_workspa:http_404; www.ris.bka.gv.at/data_raid/ruci_workspa:http_404; www.ris.bka.gv.at/Ergebnis.wxe?Abfrage=L:not_json
salute-gov-it-new,Italy Ministries,202,890,html_count_regex,medium,https://www.salute.gov.it/new/it/sezione/comunicati-stampa/,https://www.salute.gov.it/new/it/sezione/comunicati-stampa/
skillsdevelopmentscotland-co-uk-publications-statist,영국완료,488,,unknown,,,www.skillsdevelopmentscotland.co.uk/api/:http_404; www.skillsdevelopmentscotland.co.uk:not_json; www.skillsdevelopmentscotland.co.uk/publ:not_json
rki-de-de,GER ResearchCenters(Unfinished),66,,unknown,,,www.rki.de:not_json; www.rki.de/DE/Aktuelles/Neuigkeiten-und-:not_json
openscience-si-naprednoiskanjeaspx,Slovenia Research Centers,30,,unknown,,,openscience.si:not_json; openscience.si/NaprednoIskanje.aspx?q=0::error:ReadTimeout; openscience.si/NaprednoIskanje.aspx?q=0::error:ReadTimeout
search-open-canada-ca-opendata,Canada Ministries,5287,,unknown,,,"open.canada.ca/data/api/3/action/package:rejected_total<collected(1052<5287,method=ckan); open.canada.ca/data/api/3/action/package:rejected_total<collected(1052<5287,method=ckan); search.open.canada.c"
santepubliquefrance-fr-presse,French Public Institutions,624,,unknown,,,www.santepubliquefrance.fr:not_json
pubs-drdc-rddc-gc-ca-basis,Canadian Research Centers,4040,,unknown,,,pubs.drdc-rddc.gc.ca:error:ConnectTimeout; pubs.drdc-rddc.gc.ca/BASIS/pcandid/www/e:error:ConnectTimeout; api.openalex.org:no_total_field; pubs.drdc-rddc.gc.ca/BASIS/pcandid/www/e:error:ConnectTimeout
seer-cancer-gov-report_to_nation,American Research Institutes,24,,unknown,,,seer.cancer.gov:not_json; seer.cancer.gov/report_to_nation/previou:not_json
state-gwd-go-kr-portal,한국완료,614,,unknown,,,state.gwd.go.kr:not_json; state.gwd.go.kr/portal/briefing/pressRel:not_json
sm-ee-otsing,Estonia Ministries,158,,unknown,,,search.service.eu-live.vportal.ee/v1/sea:not_json_container; www.sm.ee:not_json; www.sm.ee/otsing?filters%5Btype%5D=Artik:not_json; www.sm.ee/otsing:not_json
spo-go-kr-site,한국완료,227,,unknown,,,www.spo.go.kr:not_json; www.spo.go.kr/site/spo/ex/board/List.do:not_json; www.spo.go.kr/site/spo/ex/board/View.do:http_500; www.spo.go.kr/site/spo/ex/board/List.do?:not_json
skm-dk-aktuelt,덴마크완료,457,,unknown,,,skm.dk:not_json; skm.dk/sitemap.xml:not_json; skm.dk/aktuelt/presse-nyheder/pressemedd:not_json; skm.dk/aktuelt/presse-nyheder/pressemedd:not_json
reseau-canope-fr-espace-presse,French Public Institutions,19,,unknown,,,www.reseau-canope.fr:not_json; www.reseau-canope.fr/espace-presse/nos-d:not_json; www.reseau-canope.fr/tmp/reseau_canope_c:http_404
scaht-org-en,Switzerland Research Centers,641,,unknown,,,www.scaht.org/en/research/publications/:http_404; www.scaht.org:not_json; www.scaht.org/en/publications/:not_json
sm-dk-publikationer,덴마크완료,354,,unknown,,,www.sm.dk:not_json; www.sm.dk/publikationer:not_json; www.sm.dk/publikationer/proxy.gba:http_500
stepi-re-kr-site,한국완료,570,,unknown,,,www.stepi.re.kr:not_json; www.stepi.re.kr/site/stepiko/report/List:not_json; www.stepi.re.kr/site/stepiko/report/View:not_json; www.stepi.re.kr/data_raid/ruci_workspace:http_404
secihti-mx-sala-de-prensa,Mexico Ministries,218,226,wp_total,high,https://secihti.mx/wp-json/wp/v2/sala-de-prensa,route=sala-de-prensa
state-gov-department-reports,USA Executive Departments,10,,unknown,,,www.state.gov/wp-json/wp/v2:no_total_field; www.state.gov:not_json; www.state.gov/department-reports/:not_json
sgu-se-en,스웨덴 완료,54,,unknown,,,www.sgu.se:no_total_field; www.sgu.se/en/about-sgu/news-from-sgu/:no_total_field
sonar-ch-global,Switzerland Research Centers,5462,,unknown,,,sonar.ch/api/documents/:http_401; sonar.ch:not_json; sonar.ch/global/search/documents?q=&page:not_json
swisspeace-ch-publications,Switzerland Research Centers,304,,unknown,,,www.swisspeace.ch/api/data/initial/publi:no_total_field; www.swisspeace.ch/api/data/url/:no_total_field; www.swisspeace.ch:not_json; www.swisspeace.ch/publications:not_json
stat-inst-se-om-sis,스웨덴 완료,69,,unknown,,,www.stat-inst.se:not_json; www.stat-inst.se/om-sis/remissvar/:not_json; www.stat-inst.se/om-sis/rapporter-och-sl:not_json
transportation-gov-newsroom,USA Executive Departments,205,,unknown,,,www.transportation.gov:http_403; www.transportation.gov/newsroom/press-re:http_403; :http_403
sintef-no-en,Norway Research Centers,141,,unknown,,,www.sintef.no/en/search/?querytext=*&flo:not_json; api.nva.unit.no/publication/{reg_id}:http_400; api.nva.unit.no/publication/{reg_id}/fil:http_400; api.nva.unit.no/publication-channels-v2/:http_400
seco-admin-ch-seco,Switzerland Departments,479,,unknown,,,d-nsbc-p.admin.ch/v1/search:http_400; www.seco.admin.ch:not_json; www.seco.admin.ch/seco/en/home/seco/nsb-:http_404
siseministeerium-ee-otsing,Estonia Ministries,20,,unknown,,,search.service.eu-live.vportal.ee/v1/sea:not_json_container; www.siseministeerium.ee:not_json; www.siseministeerium.ee/otsing?filters%5:not_json
stats-govt-nz-indicators,뉴질랜드완료,109,,unknown,,,www.stats.govt.nz:not_json; www.stats.govt.nz/indicators/:not_json; statisticsnz.shinyapps.io/wellbeingindic:not_json
transport-govt-nz-documents-and-public,뉴질랜드완료,3,,unknown,,,www.transport.govt.nz/documents-and-publ:not_json; www.transport.govt.nz/about-us/what-we-d:not_json; www.transport.govt.nz/about-us/what-we-d:not_json; web.archive.org/cdx/search/cdx:http_400
tigta-gov-reports,USA Executive Departments,133,,unknown,,,www.tigta.gov/reports/all-reports.json:no_total_field; www.tigta.gov:not_json; www.tigta.gov/reports/list:not_json
transparency-gov-au-publications,호주완료,2694,,unknown,,,acs-dof-shared-aue-01.search.windows.net:http_403; www.transparency.gov.au:not_json; www.transparency.gov.au/publications:not_json
treasury-gov-au-publication,호주완료,651,,unknown,,,treasury.gov.au:not_json; treasury.gov.au/publication:not_json
unikorea-go-kr-web,한국완료,47,,unknown,,,www.unikorea.go.kr:not_json; www.unikorea.go.kr/web/unikorea/bbs/bbs_:not_json
sib-swiss-community,Switzerland Research Centers,391,,unknown,,,www.ebi.ac.uk/europepmc/webservices/rest:no_total_field; www.sib.swiss:not_json; www.sib.swiss/community/publications/sci:not_json
stats-govt-nz-publications,뉴질랜드완료,87,,unknown,,,index.commoncrawl.org/CC-MAIN-2024-51-in:http_400; www.stats.govt.nz:not_json; www.stats.govt.nz/publications/?category:not_json; data.commoncrawl.org/:not_json
transformation-gouv-fr-espace-presse,France Ministries,211,428,html_paginate,low,https://www.transformation.gouv.fr/espace-presse?field_type_presse_target_id%5B17%5D=17&page=22,https://www.transformation.gouv.fr/espace-presse?field_type_presse_target_id%5B17%5D=17&page=22
toi-no-publications,Norway Research Centers,470,,unknown,,,www.toi.no/publications/category29.html?:not_json; www.toi.no:not_json; www.toi.no/publications/category29.html?:not_json
ulsan-go-kr-u,한국완료,58,,unknown,,,www.ulsan.go.kr:not_json; www.ulsan.go.kr/u/rep/bbs/list.ulsan?bbs:not_json; www.ulsan.go.kr/u/rep/bbs/view.do:not_json
sib-swiss-training,Switzerland Research Centers,74,,unknown,,,www.sib.swiss:not_json; www.sib.swiss/training/training-material:not_json
um-dk-om-os,덴마크완료,24,,unknown,,,um.dk:not_json; um.dk/om-os/organisation/oekonomi-og-udb:not_json
transportes-gob-es-el-ministerio,Spain Ministries,288,,unknown,,,www.transportes.gob.es:not_json; www.transportes.gob.es/ministerio/comuni:not_json; www.transportes.gob.es/views/ajax:http_404; www.transportes.gob.es/el-ministerio/sal:not_json
swisspolar-ch-expeditions,Switzerland Research Centers,94,101,wp_total,high,"https://swisspolar.ch/wp-json/wp/v2/pages?slug=ace-publications&page={page}&per_page=1&_fields=id,date,date_gmt,modified,modified_gmt,slug,link,title,content",route=pages
socialstyrelsen-se-en,스웨덴 완료,127,,unknown,,,www.socialstyrelsen.se:not_json; www.socialstyrelsen.se/en/publications/:not_json
ustat-mur-gov-it,Italy Ministries,92,,unknown,,,ustat.mur.gov.it:not_json; ustat.mur.gov.it/:not_json
waltoninstitute-ie-research,Irish Research Centers,566,788,wp_total,high,https://wordpress.waltoninstitute.ie/wp-json/wp/v2/publication,route=publication
ungeneva-org-en,Switzerland Research Centers,93,,unknown,,,www.ungeneva.org:not_json; www.ungeneva.org/en/news-media/press-rel:not_json
who-int-publications,Switzerland Research Centers,511,,unknown,,,www.who.int/api/hubs/publications?sf_sit:no_total_field; www.who.int:not_json; www.who.int/publications/i:not_json
www6-slac-stanford-edu-news-and-events,American Research Institutes,267,,unknown,,,www6.slac.stanford.edu:not_json; www6.slac.stanford.edu/news-and-events/n:not_json; www6.slac.stanford.edu/news-and-events/n:not_json
sfi-ch-en,Switzerland Research Centers,288,,unknown,,,www.sfi.ch:not_json; www.sfi.ch/en/about-us/activity-report:not_json; www.sfi.ch/en/publications:not_json; www.sfi.ch/en/publications?d=&a=&c=383&q:not_json
va-gov-vetdata,USA Executive Departments,114,,unknown,,,www.va.gov:not_json; www.va.gov/vetdata/report.asp:not_json
wodc-nl-documenten,Dutch Research Centers,2,3527,dspace_rest7,low,https://repository.wodc.nl/server/api/discover/search/objects,https://repository.wodc.nl/server/api/discover/search/objects [ratio=1764x:review_possible_unscoped_endpoint]
vlaanderen-be-nieuwsberichten,벨기에완료,26,,unknown,,,www.vlaanderen.be/api/overview-search:http_404; www.vlaanderen.be/api/newsarticles/nl/{i:http_500; www.vlaanderen.be:not_json; www.vlaanderen.be/nieuwsberichten?order_:not_json
xxgk-mot-gov-cn-2020,중국 완료,456,,unknown,,,xxgk.mot.gov.cn:not_json; xxgk.mot.gov.cn/2020/zhengce/863/868/869:not_json; xxgk.mot.gov.cn/2020/zhengce/863/868/869:http_404
sozialministerium-gv-at-services,오스트리아완료,206,,unknown,,,www.sozialministerium.gv.at:error:ConnectionError; www.sozialministerium.gv.at/Services/Stu:error:ConnectionError
trm-dk-nyheder,덴마크완료,404,,unknown,,,www.trm.dk:error:ReadTimeout; www.trm.dk/nyheder:error:ReadTimeout
women-govt-nz-library,뉴질랜드완료,14,,unknown,,,www.women.govt.nz:not_json; www.women.govt.nz/views/ajax:http_404; www.women.govt.nz/library:not_json
ypen-gov-gr-category,Greece Ministries,454,,unknown,,,ypen.gov.gr:http_403; ypen.gov.gr/category/anakoinoseis-typou/:http_403
swisstph-ch-en,Switzerland Research Centers,1087,,unknown,,,www.swisstph.ch:not_json; www.swisstph.ch/en/publications:not_json; eutils.ncbi.nlm.nih.gov/entrez/eutils/ef:http_400
werk-belgie-be-nl,벨기에완료,316,,unknown,,,werk.belgie.be:not_json; werk.belgie.be/nl/nieuws:not_json
ypes-gr-category,Greece Ministries,987,,unknown,,,www.ypes.gr:http_403; www.ypes.gr/category/deltia-typoy/:http_403
wallonie-be-fr,벨기에완료,121,,unknown,,,www.wallonie.be:not_json; www.wallonie.be/fr/publications:not_json
uvek-admin-ch-en,Switzerland Departments,501,,unknown,,,d-nsbc-p.admin.ch/v1:error:ConnectTimeout; d-nsbc-p.admin.ch/v1/search:error:ConnectTimeout; www.uvek.admin.ch:error:ReadTimeout
ypergasias-gov-gr-category,Greece Ministries,531,,unknown,,,ypergasias.gov.gr:http_202; ypergasias.gov.gr/category/anakoinoseis-:http_202
unidata-gv-at-pages,오스트리아완료,404,,unknown,,,unidata.gv.at:error:ReadTimeout; unidata.gv.at/data_raid/ruci_workspace/f:http_404
usgs-gov-news,American Research Institutes,1549,,unknown,,,www.usgs.gov:not_json; www.usgs.gov/news/news-releases/all-news:not_json; www.usgs.gov/views/ajax:http_404
wef-infor-cl-indexphp,Chile Ministries,448,,unknown,,,wef.infor.cl:not_json; wef.infor.cl/index.php/publicaciones:not_json
ufm-dk-publikationer,덴마크완료,44,,unknown,,,ufm.dk:error:ConnectionError; ufm.dk/publikationer:error:ConnectionError
wbf-admin-ch-en,Switzerland Departments,500,,unknown,,,d-nsbc-p.admin.ch/v1/search:http_400; www.wbf.admin.ch:error:ReadTimeout
vbs-admin-ch-en,Switzerland Departments,111,,unknown,,,d-nsbc-p.admin.ch/v1:http_404; d-nsbc-p.admin.ch/v1/search:http_400; www.vbs.admin.ch:error:ConnectTimeout; www.vbs.admin.ch/en/newnsb?publisherIDs=:error:ReadTimeout
vtg-admin-ch-en,Switzerland Departments,18,,unknown,,,www.vtg.admin.ch:error:ReadTimeout; www.vtg.admin.ch/en/swiss-peace-supporte:error:ReadTimeout
