site_id,sheet,collected,counted,server_total,completed,elapsed_s,method,note,health
repository-cern-search,Switzerland Research Centers,500,3,52296,True,3.3,count_crawl,probe_limit:3,ok
research-imt-nord-europe-fr-news,French Public Universities,56,3,0,True,6.4,count_crawl,probe_limit:3,ok
research-collection-ethz-ch-search,Switzerland Research Centers,459,3,56589,True,9.8,count_crawl,probe_limit:3,ok
research-thea-ie-browse,Irish Research Centers,449,3,0,True,10.2,count_crawl,probe_limit:3,ok
rfi-ac-uk-latest,영국완료,142,3,0,True,3.7,count_crawl,probe_limit:3,ok
rijksoverheid-nl-documenten,Netherland Ministries,274,0,0,True,1.5,count_crawl,probe_limit:3,empty_zero_parse
researchrepository-ul-ie-search,Irish Research Centers,400,3,8890,True,8.3,count_crawl,probe_limit:3,ok
insee-fr-fr,French Public Institutions,223,0,0,False,300.3,count_crawl,external_timeout_kill:lower_bound,timeout
rosap-ntl-bts-gov-cbrowse,American Research Institutes,562,3,0,True,5.7,count_crawl,probe_limit:3,ok
samr-gov-cn-zw,중국 완료,315,3,0,True,4.2,count_crawl,probe_limit:3,ok
sandia-gov-news,American Research Institutes,101,3,0,True,2.7,count_crawl,probe_limit:3,ok
olympias-lib-uoi-gr-jspui,Greece Research Centers,400,0,0,True,94.0,count_crawl,probe_limit:3,empty_zero_parse
salute-gov-it-new,Italy Ministries,202,3,0,True,8.7,count_crawl,probe_limit:3,ok
justice-govt-nz-publications,뉴질랜드완료,0,0,0,True,218.4,count_crawl,probe_limit:3,empty_zero_parse
search-nal-usda-gov-discovery,USA Executive Departments,452,3,422,True,2.7,count_crawl,probe_limit:3,ok
scp-nl-publicaties,Dutch Research Centers,243,3,285,True,5.3,count_crawl,probe_limit:3,ok
simula-no-publications,Norway Research Centers,73,3,143,True,6.6,count_crawl,probe_limit:3,ok
siseministeerium-ee-otsing,Estonia Ministries,20,3,2503,True,6.5,count_crawl,probe_limit:3,ok
secihti-mx-sala-de-prensa,Mexico Ministries,218,3,0,True,11.0,count_crawl,probe_limit:3,ok
srnl-gov-newsroom,American Research Institutes,88,3,0,True,4.8,count_crawl,probe_limit:3,ok
sodha-be-dataverse,벨기에완료,152,3,193,True,9.3,count_crawl,probe_limit:3,ok
repositorio-uchile-cl-discover,Chile Research Centers,500,0,0,True,49.0,count_crawl,probe_limit:3,empty_zero_parse
state-gov-press-releases,USA Executive Departments,30,3,0,True,2.0,count_crawl,probe_limit:3,ok
netl-doe-gov-advsearch,American Research Institutes,28,0,0,True,149.7,count_crawl,probe_limit:3,empty_zero_parse
stami-no-en,Norway Research Centers,337,3,0,True,13.5,count_crawl,probe_limit:3,ok
swisspolar-ch-expeditions,Switzerland Research Centers,94,3,0,True,6.1,count_crawl,probe_limit:3,ok
sante-gouv-fr-ministere,France Ministries,145,3,0,True,48.3,count_crawl,probe_limit:3,ok
statistischebibliothek-de-mir,독일완료,384,3,1476,True,23.3,count_crawl,probe_limit:3,ok
stats-govt-nz-indicators,뉴질랜드완료,109,3,0,True,21.5,count_crawl,probe_limit:3,ok
science-astron-nl-science-astron,Dutch Research Centers,117,0,0,True,48.9,count_crawl,probe_limit:3,empty_zero_parse
trm-dk-nyheder,덴마크완료,404,3,0,True,9.1,count_crawl,probe_limit:3,ok
transparency-gov-au-publications,호주완료,2694,0,0,True,13.9,count_crawl,probe_limit:3,empty_zero_parse
stats-govt-nz-publications,뉴질랜드완료,87,0,0,True,33.5,count_crawl,probe_limit:3,empty_zero_parse
ukdataservice-ac-uk-2026,영국완료,549,3,0,True,4.9,count_crawl,probe_limit:3,ok
unidata-gv-at-pages,오스트리아완료,404,0,0,True,2.9,count_crawl,probe_limit:3,empty_zero_parse
vlaanderen-be-nieuwsberichten,벨기에완료,26,3,0,True,5.6,count_crawl,probe_limit:3,ok
waltoninstitute-ie-research,Irish Research Centers,566,3,0,True,6.7,count_crawl,probe_limit:3,ok
wbf-admin-ch-en,Switzerland Departments,500,3,0,True,2.2,count_crawl,probe_limit:3,ok
wallonie-be-fr,벨기에완료,121,3,0,True,8.6,count_crawl,probe_limit:3,ok
wti-org-research,Switzerland Research Centers,303,3,0,True,6.1,count_crawl,probe_limit:3,ok
ypergasias-gov-gr-category,Greece Ministries,531,0,0,True,1.3,count_crawl,probe_limit:3,empty_zero_parse
noc-ac-uk-about-us,영국완료,7,0,0,True,187.0,count_crawl,probe_limit:3,empty_zero_parse
yme-gr-2013-01-31-06-37-23,Greece Ministries,3380,3,0,True,13.2,count_crawl,probe_limit:3,ok
transport-govt-nz-documents-and-public,뉴질랜드완료,3,0,0,True,40.7,count_crawl,probe_limit:3,empty_zero_parse
met-no-publikasjoner,Norway Research Centers,116,0,0,False,300.2,count_crawl,external_timeout_kill:lower_bound,timeout
wodc-nl-documenten,Dutch Research Centers,2,2,439,True,59.1,count_crawl,probe_limit:3,ok
nec-go-kr-site,한국완료,175,0,0,False,300.2,count_crawl,external_timeout_kill:lower_bound,timeout
provenienzforschung-gv-at-empfehlungen-des-bei,오스트리아완료,425,0,0,False,300.1,count_crawl,external_timeout_kill:lower_bound,timeout
socialstyrelsen-se-en,스웨덴 완료,127,0,0,False,300.1,count_crawl,external_timeout_kill:lower_bound,timeout
stat-inst-se-om-sis,스웨덴 완료,69,0,0,False,300.1,count_crawl,external_timeout_kill:lower_bound,timeout
tigta-gov-reports,USA Executive Departments,133,0,0,False,300.1,count_crawl,external_timeout_kill:lower_bound,timeout
transformation-gouv-fr-espace-presse,France Ministries,211,0,0,False,300.1,count_crawl,external_timeout_kill:lower_bound,timeout
