site_id,sheet,collected,counted,completed,elapsed_s,method,outcome,note
ansto-gov-au-search,호주완료,30,27,True,90.5,count_crawl,ok,stealth_ok=30 stealth_fail=0 fallback=0
app-mps-gov-cn-gdnps,중국 완료,501,0,True,13.5,count_crawl,zero_parsed,stealth_ok=3 stealth_fail=0 fallback=0
apra-gov-au-statistics,호주완료,75,0,True,1.8,count_crawl,zero_parsed,stealth_ok=1 stealth_fail=0 fallback=0
arcep-fr-actualites,French Public Institutions,34,0,True,4.1,count_crawl,zero_parsed,stealth_ok=2 stealth_fail=0 fallback=0
archives-nationales-culture-gouv-fr-presse,French Public Institutions,15,15,True,45.6,count_crawl,ok,stealth_ok=5 stealth_fail=0 fallback=0
arcnl-nl-publications,Dutch Research Centers,11,11,True,41.0,count_crawl,ok,stealth_ok=15 stealth_fail=0 fallback=0
ameslab-gov-news,American Research Institutes,394,396,True,899.5,count_crawl,ok,caps_neutralized:_SAFETY_CAP=200->10000000 | stealth_ok=440 stealth_fail=0 fallback=0
arn-se-om-arn,스웨덴 완료,80,12,True,1.9,count_crawl,ok,stealth_ok=1 stealth_fail=0 fallback=0
arrow-tudublin-ie-creaart,Irish Research Centers,229,229,True,20.2,count_crawl,ok,stealth_ok=3 stealth_fail=0 fallback=0
artsetmetiers-fr-fr,French Public Universities,222,223,True,154.8,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=46 stealth_fail=0 fallback=0
artsetmetiers-hal-science-search,French Public Universities,86,0,True,5.5,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
amf-france-org-fr,French Public Institutions,157,135,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
asiapacific-ca-media,Canadian Research Centers,50,52,True,150.7,count_crawl,ok,stealth_ok=53 stealth_fail=0 fallback=0
asn-fr-information,French Public Institutions,19,19,True,133.4,count_crawl,ok,stealth_ok=21 stealth_fail=0 fallback=0
astro-oma-be-en,벨기에완료,22,0,True,222.1,count_crawl,zero_parsed,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
ami-swiss-en,Switzerland Research Centers,558,184,False,1215.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
amolf-nl-publications,Dutch Research Centers,512,362,False,1215.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
anses-fr-fr,French Research Institutes,6091,0,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
auswaertiges-amt-de-de,Germany Ministries,224,0,True,4.0,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
auswaertiges-amt-de-en,독일완료,526,0,True,4.2,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
avoindata-suomi-fi-data,핀란드완료,154,153,True,5.3,count_crawl,ok,stealth_ok=2 stealth_fail=0 fallback=0
arcom-fr-presse,French Public Institutions,290,306,True,1073.3,count_crawl,ok,stealth_ok=314 stealth_fail=0 fallback=0
bam-de-navigation,GER ResearchCenters(Unfinished),308,0,True,6.6,count_crawl,zero_parsed,caps_neutralized:_PAGE_CAP=200->10000000;_MAX_SECONDS=1500->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
bankofcanada-ca-publications,Canadian Research Centers,27,27,True,57.6,count_crawl,ok,stealth_ok=32 stealth_fail=0 fallback=0
audencia-com-lecole,French Public Universities,246,243,True,509.9,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=264 stealth_fail=0 fallback=0
baw-de-en,GER ResearchCenters(Unfinished),14,0,True,1.2,count_crawl,zero_parsed,stealth_ok=0 stealth_fail=0 fallback=0
banque-france-fr-en,French Public Institutions,530,30,True,159.7,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=34 stealth_fail=0 fallback=0
benthamscience-com-press-release,Switzerland Research Centers,191,0,True,6.7,count_crawl,zero_parsed,stealth_ok=3 stealth_fail=0 fallback=0
auri-re-kr-boardes,한국완료,260,267,True,649.8,count_crawl,ok,stealth_ok=295 stealth_fail=0 fallback=0
astron-nl-about,Dutch Research Centers,57,0,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
bfs-admin-ch-bfs,Switzerland Departments,384,0,True,18.9,count_crawl,fetch_fail,caps_neutralized:SAFETY_PAGE_CAP=200->10000000 | stealth_ok=2 stealth_fail=0 fallback=0
bfr-bund-de-en,GER ResearchCenters(Unfinished),23,1,True,240.1,count_crawl,ok,stealth_ok=29 stealth_fail=0 fallback=0
biorbic-com-publications,Irish Research Centers,497,467,True,2.1,count_crawl,ok,stealth_ok=1 stealth_fail=0 fallback=0
auri-re-kr-publication,한국완료,593,176,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
babraham-ac-uk-news,영국완료,483,380,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
bm-dk-soeg,덴마크완료,88,0,True,28.4,count_crawl,fetch_fail,stealth_ok=3 stealth_fail=0 fallback=0
bdap-opendata-rgs-mef-gov-it-catalog,Italy Ministries,360,258,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
bfe-admin-ch-bfe,Switzerland Departments,1002,18,False,1205.7,count_crawl,site_timeout,external_timeout_kill:lower_bound
bmds-bund-de-aktuelles,Germany Ministries,79,84,True,517.4,count_crawl,ok,stealth_ok=93 stealth_fail=0 fallback=0
