site_id,site_name,status,category,reason,collected
ifr-pan-edu-pl-dzialalnosc-naukowa,Custom: ifr-pan-edu-pl-dzialalnosc-naukowa,된다,,,232
ifremer-fr-fr,Custom: ifremer-fr-fr,된다,,,286
ign-fr-espace-presse,Custom: ign-fr-espace-presse,된다,,,67
igualdad-gob-es-comunicacion,Custom: igualdad-gob-es-comunicacion,된다,,,216
iheid-swisscovery-ch-discovery,Custom: iheid-swisscovery-ch-discovery,된다,,,523
ii-re-kr-base,Custom: ii-re-kr-base,된다,,,287
iisd-org-press,Custom: iisd-org-press,된다,,,342
illustro-iadt-figshare-com-search,Custom: illustro-iadt-figshare-com-search,된다,,,92
imt-nord-europe-hal-science-search,Custom: imt-nord-europe-hal-science-search,된다,,,61
incheon-go-kr-ic010205,Custom: incheon-go-kr-ic010205,된다,,,1328
indicators-be-nl,Custom: indicators-be-nl,된다,,,84
ineris-fr-fr,Custom: ineris-fr-fr,된다,,,141
ineris-hal-science-search,Custom: ineris-hal-science-search,된다,,,2234
info-daegu-go-kr-newshome,Custom: info-daegu-go-kr-newshome,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",490
info-korail-com-info,Custom: info-korail-com-info,된다,,,565
infrastructure-ni-gov-uk-news,Custom: infrastructure-ni-gov-uk-news,된다,,,420
inrae-fr-actualites,Custom: inrae-fr-actualites,된다,,,830
inria-fr-fr,Custom: inria-fr-fr,된다,,,114
inria-hal-science-search,Custom: inria-hal-science-search,된다,,,1083
insee-fr-fr,Custom: insee-fr-fr,된다,,,223
inserm-hal-science-search,Custom: inserm-hal-science-search,된다,,,883
insight-centre-org-press-releases,Custom: insight-centre-org-press-releases,된다,,,54
international-andra-fr-documents-and-visual,Custom: international-andra-fr-documents-and-visual,된다,,,34
international-canada-ca-en,Custom: international-canada-ca-en,된다,,,14
international-gc-ca-transparency-transpa,Custom: international-gc-ca-transparency-transpa,된다,,,22
ir-arcnl-nl,Custom: ir-arcnl-nl,된다,,,452
ir-cwi-nl,Custom: ir-cwi-nl,된다,,,592
ir-lib-uth-gr-xmlui,Custom: ir-lib-uth-gr-xmlui,된다,,,843
irb-usi-ch-publications,Custom: irb-usi-ch-publications,된다,,,558
ird-hal-science-search,Custom: ird-hal-science-search,된다,,,1144
iris-unitn-it,Custom: iris-unitn-it,된다,,,10521
irpp-org-about-the-irpp,Custom: irpp-org-about-the-irpp,된다,,,25
irpp-org-media,Custom: irpp-org-media,된다,,,487
irsn-fr-actualites,Custom: irsn-fr-actualites,된다,,,274
isae-ensma-hal-science-search,Custom: isae-ensma-hal-science-search,된다,,,14
issibern-ch-outreach,Custom: issibern-ch-outreach,된다,,,157
issibern-ch-results,Custom: issibern-ch-results,된다,,,495
issnationallab-org-about,Custom: issnationallab-org-about,된다,,,82
issnationallab-org-press-releases,Custom: issnationallab-org-press-releases,된다,,,561
issnationallab-org-publications,Custom: issnationallab-org-publications,된다,,,205
issnationallab-org-research-and-science,Custom: issnationallab-org-research-and-science,된다,,,12
iucn-org-about-iucn,Custom: iucn-org-about-iucn,된다,,,19
iucn-org-press-releases,Custom: iucn-org-press-releases,된다,,,68
iucn-org-resources,Custom: iucn-org-resources,된다,,,6
ivo-se-sok,Custom: ivo-se-sok,된다,,,134
iwhr-com-zgskywwnew,Custom: iwhr-com-zgskywwnew,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",62
jeju-go-kr-news,Custom: jeju-go-kr-news,된다,,,1087
jeonnam-go-kr-m7116,Custom: jeonnam-go-kr-m7116,안된다,폐쇄/네트워크,사이트 폐쇄/네트워크 불통(DNS·연결 실패),770
jgi-doe-gov-user-science,Custom: jgi-doe-gov-user-science,된다,,,682
jic-ac-uk-news-events,Custom: jic-ac-uk-news-events,된다,,,1138
jsearch-mwr-gov-cn-irs-c-web,Custom: jsearch-mwr-gov-cn-irs-c-web,된다,,,2499
julkaisut-valtioneuvosto-fi-search,Custom: julkaisut-valtioneuvosto-fi-search,된다,,,293
justice-gouv-fr-documentation,Custom: justice-gouv-fr-documentation,된다,,,167
justice-gov-news,Custom: justice-gov-news,된다,,,741
justice-govt-nz-publications,New Zealand Ministry of Justice — Find a publication,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",0
justice-ni-gov-uk-publications,Custom: justice-ni-gov-uk-publications,된다,,,228
justitsministeriet-dk-forskning,Custom: justitsministeriet-dk-forskning,된다,,,24
justitsministeriet-dk-pressemeddelelse,Custom: justitsministeriet-dk-pressemeddelelse,된다,,,346
juventudeinfancia-gob-es-es,Custom: juventudeinfancia-gob-es-es,된다,,,306
kamco-or-kr-portal,Custom: kamco-or-kr-portal,된다,,,19
kammarkollegiet-se-aktuellt,Custom: kammarkollegiet-se-aktuellt,된다,,,46
kasa-go-kr-bbs,Custom: kasa-go-kr-bbs,된다,,,331
kb-se-om-oss,Custom: kb-se-om-oss,된다,,,80
kcg-go-kr-kcg,Custom: kcg-go-kr-kcg,된다,,,624
kdca-go-kr-kdca,Custom: kdca-go-kr-kdca,된다,,,846
kedi-re-kr-khome,Custom: kedi-re-kr-khome,된다,,,519
keei-re-kr-boardes,Custom: keei-re-kr-boardes,된다,,,452
kefm-dk-aftaler,Custom: kefm-dk-aftaler,된다,,,101
kei-re-kr-eliblistes,Custom: kei-re-kr-eliblistes,된다,,,364
keis-or-kr-keis,Custom: keis-or-kr-keis,된다,,,22
kepco-co-kr-home,Custom: kepco-co-kr-home,된다,,,400
kfss-forest-go-kr-stat,Custom: kfss-forest-go-kr-stat,된다,,,15
khs-go-kr-cop,Custom: khs-go-kr-cop,된다,,,38
khs-go-kr-newsbbz,Custom: khs-go-kr-newsbbz,된다,,,1249
kicce-re-kr-main,Custom: kicce-re-kr-main,된다,,,368
kice-re-kr-boardcnts,Custom: kice-re-kr-boardcnts,된다,,,500
kicj-re-kr-boardes,Custom: kicj-re-kr-boardes,된다,,,154
kiep-go-kr-galleryes,Custom: kiep-go-kr-galleryes,된다,,,437
kihasa-re-kr-news,Custom: kihasa-re-kr-news,된다,,,615
kihasa-re-kr-publish,Custom: kihasa-re-kr-publish,된다,,,673
kinfa-or-kr-notificationpromotio,Custom: kinfa-or-kr-notificationpromotio,된다,,,732
kinu-or-kr-main,Custom: kinu-or-kr-main,된다,,,432
kipa-re-kr-html,Custom: kipa-re-kr-html,된다,,,8
kipf-re-kr-bbs,Custom: kipf-re-kr-bbs,된다,,,352
kipf-re-kr-kor,Custom: kipf-re-kr-kor,된다,,,601
kipo-go-kr-ko,Custom: kipo-go-kr-ko,된다,,,500
kirj-ee-archive,Custom: kirj-ee-archive,된다,,,3619
kisdi-re-kr-bbs,Custom: kisdi-re-kr-bbs,된다,,,502
kisdi-re-kr-report,Custom: kisdi-re-kr-report,된다,,,501
kit-nl-institute,Custom: kit-nl-institute,된다,,,121
kjonnsforskning-no-nb,Custom: kjonnsforskning-no-nb,된다,,,100
kli-re-kr-kli,Custom: kli-re-kr-kli,된다,,,500
kliimaministeerium-ee-otsing,Custom: kliimaministeerium-ee-otsing,된다,,,10
klimaraadet-dk-da,Custom: klimaraadet-dk-da,된다,,,84
klri-re-kr-kor,Custom: klri-re-kr-kor,된다,,,590
kma-go-kr-kma,Custom: kma-go-kr-kma,된다,,,86
kmcc-go-kr-userdo,Custom: kmcc-go-kr-userdo,된다,,,666
kmi-re-kr-web,Custom: kmi-re-kr-web,된다,,,445
kna-forest-go-kr-kfsweb,Custom: kna-forest-go-kr-kfsweb,된다,,,372
knmi-nl-kennis-en-datacentru,Custom: knmi-nl-kennis-en-datacentru,된다,,,388
knowledge-barnardos-ie-browse,Custom: knowledge-barnardos-ie-browse,된다,,,365
kommunekredit-com-about-us,Custom: kommunekredit-com-about-us,된다,,,24
kommunikasjon-ntb-no-presserom,Custom: kommunikasjon-ntb-no-presserom,된다,,,116
kostat-go-kr-boardes,Custom: kostat-go-kr-boardes,된다,,,100
koti-re-kr-user,Custom: koti-re-kr-user,된다,,,373
krei-re-kr-krei,Custom: krei-re-kr-krei,된다,,,1450
krihs-re-kr-boardes,Custom: krihs-re-kr-boardes,된다,,,600
krihs-re-kr-krihslibraryarticle,Custom: krihs-re-kr-krihslibraryarticle,된다,,,744
krihs-re-kr-krihslibraryreport,Custom: krihs-re-kr-krihslibraryreport,된다,,,168
krivet-re-kr,www.krivet.re.kr,된다,,,1
krivet-re-kr-kor,Custom: krivet-re-kr-kor,된다,,,500
kwdi-re-kr-plaza,Custom: kwdi-re-kr-plaza,된다,,,819
kwdi-re-kr-publications,Custom: kwdi-re-kr-publications,된다,,,500
lavoro-gov-it-stampa-e-media,Custom: lavoro-gov-it-stampa-e-media,된다,,,340
lecese-fr-espace-presse,Custom: lecese-fr-espace-presse,된다,,,500
lenus-ie-browse,Custom: lenus-ie-browse,된다,,,168
lib-cssn-cn-zy,Custom: lib-cssn-cn-zy,된다,,,204
library-kwrwater-nl-en,Custom: library-kwrwater-nl-en,된다,,,51
libreria-educacion-gob-es-p,Custom: libreria-educacion-gob-es-p,된다,,,330
llnl-gov-news,Custom: llnl-gov-news,된다,,,3537
lne-fr-fr,Custom: lne-fr-fr,된다,,,40
mafra-go-kr-home,Custom: mafra-go-kr-home,된다,,,761
marine-ie-site-area,Custom: marine-ie-site-area,된다,,,24
masaf-gov-it-flex,Custom: masaf-gov-it-flex,된다,,,601
mbie-govt-nz-building-and-energy,Custom: mbie-govt-nz-building-and-energy,된다,,,80
mef-gov-it-ufficio-stampa,Custom: mef-gov-it-ufficio-stampa,된다,,,204
mem-gov-cn-fw,Custom: mem-gov-cn-fw,된다,,,62
mentalhealthcommission-ca-resources,Custom: mentalhealthcommission-ca-resources,된다,,,589
meri-belspo-be-site,Custom: meri-belspo-be-site,된다,,,21
met-no-publikasjoner,Custom: met-no-publikasjoner,된다,,,116
meteofrance-fr-actualite,Custom: meteofrance-fr-actualite,된다,,,94
meteoswiss-admin-ch-services-and-publica,Custom: meteoswiss-admin-ch-services-and-publica,된다,,,440
mfat-govt-nz-en,Custom: mfat-govt-nz-en,된다,,,11
mfds-go-kr-brd,Custom: mfds-go-kr-brd,된다,,,461
mi-se-arkiv,Custom: mi-se-arkiv,된다,,,632
migration-gov-gr-press,Custom: migration-gov-gr-press,된다,,,1618
miit-gov-cn-zc,Custom: miit-gov-cn-zc,된다,,,104
miit-gov-cn-zwgk,Custom: miit-gov-cn-zwgk,된다,,,26
mim-gov-it-web,Custom: mim-gov-it-web,된다,,,41
mimit-gov-it-it,Custom: mimit-gov-it-it,된다,,,92
minagric-gr-the-ministry-2,Custom: minagric-gr-the-ministry-2,된다,,,267
mindev-gov-gr-category,Custom: mindev-gov-gr-category,된다,,,3514
mindigital-gr-archives,Custom: mindigital-gr-archives,된다,,,675
minedu-gov-gr-grafeio-typoy-kai-di,Custom: minedu-gov-gr-grafeio-typoy-kai-di,된다,,,404
minfin-gov-gr-grafeio-typou,Custom: minfin-gov-gr-grafeio-typou,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",1797
ministeroturismo-gov-it-category,Custom: ministeroturismo-gov-it-category,된다,,,1014
ministryofjustice-gr,Custom: ministryofjustice-gr,된다,,,261
minrel-gob-cl-minrel,Custom: minrel-gob-cl-minrel,된다,,,4547
minscfa-gov-gr-grafeio-typou,Custom: minscfa-gov-gr-grafeio-typou,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",626
mintour-gov-gr-deltia-typoy,Custom: mintour-gov-gr-deltia-typoy,된다,,,394
miteco-gob-es-es,Custom: miteco-gob-es-es,된다,,,379
mivau-gob-es-el-ministerio,Custom: mivau-gob-es-el-ministerio,된다,,,473
mma-go-kr-board,Custom: mma-go-kr-board,된다,,,616
mnd-go-kr-user,Custom: mnd-go-kr-user,안된다,폐쇄/네트워크,사이트 폐쇄/네트워크 불통(DNS·연결 실패),304
mod-mil-gr-category,Custom: mod-mil-gr-category,된다,,,470
moe-go-kr-boardcnts,Custom: moe-go-kr-boardcnts,된다,,,1250
moe-gov-cn-jyb_sjzl,Custom: moe-gov-cn-jyb_sjzl,된다,,,28
moe-gov-cn-jyb_xwfb,Custom: moe-gov-cn-jyb_xwfb,된다,,,418
moe-gov-cn-jyb_xxgk,Custom: moe-gov-cn-jyb_xxgk,된다,,,18
moef-go-kr-nw,Custom: moef-go-kr-nw,된다,,,683
mof-go-kr-doc,Custom: mof-go-kr-doc,된다,,,624
mof-gov-cn-en,Custom: mof-gov-cn-en,된다,,,9
mofa-go-kr-www,Custom: mofa-go-kr-www,된다,,,521
mofe-go-kr-id,Custom: mofe-go-kr-id,된다,,,133
mogef-go-kr-nw,Custom: mogef-go-kr-nw,된다,,,852
moh-gov-gr-articles,Custom: moh-gov-gr-articles,된다,,,5608
mohrss-gov-cn-xxgk2020,Custom: mohrss-gov-cn-xxgk2020,된다,,,19
mohw-go-kr-boardes,Custom: mohw-go-kr-boardes,된다,,,920
mois-go-kr-frt,Custom: mois-go-kr-frt,된다,,,1148
moj-go-kr-moj,Custom: moj-go-kr-moj,된다,,,793
moleg-go-kr-boardes,Custom: moleg-go-kr-boardes,된다,,,256
molit-go-kr-usr,Custom: molit-go-kr-usr,된다,,,390
motir-go-kr-kor,Custom: motir-go-kr-kor,된다,,,703
mpi-govt-nz-about-mpi,Custom: mpi-govt-nz-about-mpi,된다,,,14
mpi-govt-nz-resources-and-forms,Custom: mpi-govt-nz-resources-and-forms,안된다,폐쇄/네트워크,사이트 폐쇄/네트워크 불통(DNS·연결 실패),35
mpva-go-kr-mpva,Custom: mpva-go-kr-mpva,된다,,,590
msd-govt-nz-about-msd-and-our-wo,Custom: msd-govt-nz-about-msd-and-our-wo,된다,,,16
msit-go-kr-bbs,Custom: msit-go-kr-bbs,된다,,,488
mss-go-kr-site,Custom: mss-go-kr-site,된다,,,500
mva-gov-cn-gongkai,Custom: mva-gov-cn-gongkai,된다,,,15
mwr-gov-cn-english,Custom: mwr-gov-cn-english,된다,,,37
mwr-gov-cn-zwgk,Custom: mwr-gov-cn-zwgk,된다,,,18
naacc-go-kr-web,Custom: naacc-go-kr-web,된다,,,334
nasa-gov-2025-news-releases,Custom: nasa-gov-2025-news-releases,된다,,,236
nationalacademies-org-publications,Custom: nationalacademies-org-publications,된다,,,184
naturalengland-defra-opendata-arcgis-com-search,Custom: naturalengland-defra-opendata-arcgis-com-search,된다,,,167
nbb-be-en,Custom: nbb-be-en,된다,,,15
ncats-nih-gov-news-events,Custom: ncats-nih-gov-news-events,된다,,,19
nccih-nih-gov-news,Custom: nccih-nih-gov-news,된다,,,57
ncha-gov-cn-col,Custom: ncha-gov-cn-col,된다,,,117
ncri-ie-en,Custom: ncri-ie-en,된다,,,104
neac-gov-cn-seac,Custom: neac-gov-cn-seac,된다,,,57
nec-go-kr-site,Custom: nec-go-kr-site,안된다,점검필요,"과거 수집데이터 있음, 일시적/셀렉터 의심 — 점검 필요",175
nei-nih-gov-about,Custom: nei-nih-gov-about,된다,,,14
nei-nih-gov-learn-about-eye-heal,Custom: nei-nih-gov-learn-about-eye-heal,된다,,,88
nemertes-library-upatras-gr-browse,Custom: nemertes-library-upatras-gr-browse,된다,,,127
nemertes-library-upatras-gr-search,Custom: nemertes-library-upatras-gr-search,된다,,,500
nersc-no-en,Custom: nersc-no-en,된다,,,349
nesc-ie-publications,Custom: nesc-ie-publications,된다,,,121
netl-doe-gov-advsearch,Custom: netl-doe-gov-advsearch,된다,,,28
netl-doe-gov-energy-analysis,Custom: netl-doe-gov-energy-analysis,된다,,,97
netl-doe-gov-fecm-external-r-and-,Custom: netl-doe-gov-fecm-external-r-and-,된다,,,343
netl-doe-gov-search-r-d-publicati,Custom: netl-doe-gov-search-r-d-publicati,된다,,,729
news-admin-ch-en,Custom: news-admin-ch-en,된다,,,0
news-fnal-gov-category,Custom: news-fnal-gov-category,된다,,,374
newsreleases-sandia-gov-archives-by-year,Custom: newsreleases-sandia-gov-archives-by-year,된다,,,2044
nfa-go-kr-nfa,Custom: nfa-go-kr-nfa,된다,,,112
nfra-gov-cn-cn,Custom: nfra-gov-cn-cn,된다,,,726
nhc-gov-cn-wjw,Custom: nhc-gov-cn-wjw,된다,,,71
nhlbi-nih-gov-about,Custom: nhlbi-nih-gov-about,된다,,,22
nhlbi-nih-gov-resources,Custom: nhlbi-nih-gov-resources,된다,,,325
nhmrc-gov-au-publications,National Health and Medical Research Council — Publications,된다,,,232
nia-nih-gov-news,Custom: nia-nih-gov-news,된다,,,95
niaaa-nih-gov-news-events,Custom: niaaa-nih-gov-news-events,된다,,,80
niams-nih-gov-newsroom,Custom: niams-nih-gov-newsroom,된다,,,15
nibib-nih-gov-news-events,Custom: nibib-nih-gov-news-events,된다,,,39
nibio-no-en,Custom: nibio-no-en,된다,,,219
nichd-nih-gov-newsroom,Custom: nichd-nih-gov-newsroom,된다,,,329
nida-nih-gov-news-events,Custom: nida-nih-gov-news-events,된다,,,46
nida-nih-gov-research-topics,Custom: nida-nih-gov-research-topics,된다,,,29
nidcd-nih-gov-news,Custom: nidcd-nih-gov-news,안된다,수리(코드),사이트는 정상응답인데 파싱 0 — 셀렉터/방식 코드 수리 필요,203
nidcd-nih-gov-order,Custom: nidcd-nih-gov-order,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",90
nidcr-nih-gov-news-events,Custom: nidcr-nih-gov-news-events,된다,,,87
niddk-nih-gov-news,Custom: niddk-nih-gov-news,된다,,,124
nidi-nl-en,Custom: nidi-nl-en,된다,,,285
niehs-nih-gov-newsreleases,Custom: niehs-nih-gov-newsreleases,된다,,,40
nifu-no-en,Custom: nifu-no-en,된다,,,363
nigms-nih-gov-news,Custom: nigms-nih-gov-news,된다,,,21
nih-gov-news-events,Custom: nih-gov-news-events,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",409
nih-gov-press-room,Custom: nih-gov-press-room,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",449
nikhef-nl-pub,Custom: nikhef-nl-pub,된다,,,26
nim-ac-cn-taxonomy,Custom: nim-ac-cn-taxonomy,된다,,,34
nimh-nih-gov-news,Custom: nimh-nih-gov-news,된다,,,492
nimhd-nih-gov-news-events,Custom: nimhd-nih-gov-news-events,된다,,,13
nin-nl-publications,Custom: nin-nl-publications,된다,,,471
nina-no-english,Custom: nina-no-english,된다,,,36
ninds-nih-gov-news-events,Custom: ninds-nih-gov-news-events,된다,,,253
ninds-nih-gov-publications,Custom: ninds-nih-gov-publications,된다,,,71
nioo-knaw-nl-en,Custom: nioo-knaw-nl-en,된다,,,75
nisra-gov-uk-publications,Custom: nisra-gov-uk-publications,된다,,,522
nist-gov-publications,Custom: nist-gov-publications,된다,,,478
nistdigitalarchives-contentdm-oclc-org-digital,Custom: nistdigitalarchives-contentdm-oclc-org-digital,된다,,,788
nivel-nl-en,Custom: nivel-nl-en,된다,,,520
nkvts-no-english,Custom: nkvts-no-english,된다,,,562
nnsa-mee-gov-cn-english,Custom: nnsa-mee-gov-cn-english,된다,,,10
noc-ac-uk-about-us,Custom: noc-ac-uk-about-us,된다,,,7
noc-ac-uk-publications,Custom: noc-ac-uk-publications,된다,,,234
nofima-com-publication,Custom: nofima-com-publication,된다,,,200
nora-nerc-ac-uk-view,Custom: nora-nerc-ac-uk-view,된다,,,596
nordlandsforskning-no-en,Custom: nordlandsforskning-no-en,된다,,,304
nps-or-kr-inforls,Custom: nps-or-kr-inforls,된다,,,115
nps-or-kr-pnsgdnc,Custom: nps-or-kr-pnsgdnc,된다,,,182
nrc-re-kr-boardes,Custom: nrc-re-kr-boardes,된다,,,470
nrscotland-gov-uk-publications,Custom: nrscotland-gov-uk-publications,된다,,,359
ntp-niehs-nih-gov-publications,Custom: ntp-niehs-nih-gov-publications,된다,,,536
ntrs-nasa-gov-search,Custom: ntrs-nasa-gov-search,된다,,,6490
nts-go-kr-nts,Custom: nts-go-kr-nts,된다,,,42
nupi-no-en,Custom: nupi-no-en,된다,,,28
nypi-re-kr,www.nypi.re.kr,된다,,,3
nypi-re-kr-board,Custom: nypi-re-kr-board,된다,,,150
nzpri-aut-ac-nz-document-library,Custom: nzpri-aut-ac-nz-document-library,된다,,,7
oig-treasury-gov-other-reports-testim,Custom: oig-treasury-gov-other-reports-testim,된다,,,1353
oka-go-kr-web,Custom: oka-go-kr-web,된다,,,30
olympias-lib-uoi-gr-jspui,Custom: olympias-lib-uoi-gr-jspui,안된다,폐쇄/네트워크,사이트 폐쇄/네트워크 불통(DNS·연결 실패),400
om-mp-be-nl,Custom: om-mp-be-nl,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",239
onera-fr-fr,Custom: onera-fr-fr,된다,,,145
ons-gov-uk-search,Custom: ons-gov-uk-search,된다,,,516
open-science-canada-ca-communities,Custom: open-science-canada-ca-communities,된다,,,272
openaccess-inaf-it,Custom: openaccess-inaf-it,된다,,,513
openaire-eu-os-slovenia,Custom: openaire-eu-os-slovenia,된다,,,28
opendata-centralbank-ie-dataset,Custom: opendata-centralbank-ie-dataset,된다,,,38
opendata-dk-search,Custom: opendata-dk-search,된다,,,70
opendatacommunities-org-data,Custom: opendatacommunities-org-data,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",3
opengov-seoul-go-kr-research,Custom: opengov-seoul-go-kr-research,된다,,,344
openresearch-repository-anu-edu-au-search,Custom: openresearch-repository-anu-edu-au-search,된다,,,261
openscience-si-naprednoiskanjeaspx,Custom: openscience-si-naprednoiskanjeaspx,된다,,,30
opm-go-kr-opm,Custom: opm-go-kr-opm,된다,,,660
osr-statisticsauthority-gov-uk-publications-list,Custom: osr-statisticsauthority-gov-uk-publications-list,된다,,,257
ostrnrcan-dostrncan-canada-ca-search,Custom: ostrnrcan-dostrncan-canada-ca-search,된다,,,220
ots-at-pressemappe,Custom: ots-at-pressemappe,된다,,,500
par-nsf-gov-search,Custom: par-nsf-gov-search,된다,,,2481
pasteur-fr-en,Custom: pasteur-fr-en,된다,,,314
pbc-gov-cn-en,Custom: pbc-gov-cn-en,된다,,,224
pbl-nl-en,Custom: pbl-nl-en,된다,,,649
pbocri-org-cn-lnzy3html,Custom: pbocri-org-cn-lnzy3html,된다,,,8
pbocri-org-cn-xslwhtml,Custom: pbocri-org-cn-xslwhtml,된다,,,2
pembina-org-media-releases,Custom: pembina-org-media-releases,된다,,,494
pergamos-lib-uoa-gr-search,Custom: pergamos-lib-uoa-gr-search,된다,,,500
phfscience-nz-digital-library,Custom: phfscience-nz-digital-library,된다,,,501
phfscience-nz-news-publications,Custom: phfscience-nz-news-publications,된다,,,32
plan-be-nl,Custom: plan-be-nl,된다,,,152
pleanala-ie-en-ie,Custom: pleanala-ie-en-ie,된다,,,54
pmc-gov-au-resources,Custom: pmc-gov-au-resources,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",129
pnnl-gov-news,Custom: pnnl-gov-news,된다,,,322
police-go-kr-user,Custom: police-go-kr-user,된다,,,747
policyalternatives-ca-news-research,Custom: policyalternatives-ca-news-research,된다,,,1543
politie-be-statistieken,Custom: politie-be-statistieken,된다,,,95
polytechnique-edu-presse,Custom: polytechnique-edu-presse,된다,,,226
polytechnique-hal-science-search,Custom: polytechnique-hal-science-search,된다,,,3103
portaldiplomatico-mne-gov-pt-en,Custom: portaldiplomatico-mne-gov-pt-en,된다,,,378
ppforum-ca-press-releases,Custom: ppforum-ca-press-releases,된다,,,42
pps-go-kr-kor,Custom: pps-go-kr-kor,된다,,,290
presse-cnam-fr-communiques,Custom: presse-cnam-fr-communiques,된다,,,36
presse-curie-fr-section,Custom: presse-curie-fr-section,된다,,,300
presse-economie-gouv-fr,Custom: presse-economie-gouv-fr,된다,,,1206
prism-go-kr-homepage,Custom: prism-go-kr-homepage,된다,,,2900
provenienzforschung-gv-at-empfehlungen-des-bei,Custom: provenienzforschung-gv-at-empfehlungen-des-bei,된다,,,425
psi-ch-en,Custom: psi-ch-en,된다,,,405
ptb-de-cms,Custom: ptb-de-cms,된다,,,8
publications-idiap-ch-publications,Custom: publications-idiap-ch-publications,된다,,,231
publichealthscotland-scot-publications,Custom: publichealthscotland-scot-publications,된다,,,373
publicsafety-gc-ca-cnt,Custom: publicsafety-gc-ca-cnt,된다,,,424
publicservice-govt-nz-data,Custom: publicservice-govt-nz-data,된다,,,61
publicservice-govt-nz-research-and-data,Custom: publicservice-govt-nz-research-and-data,된다,,,110
publikationen-bundesregierung-de-pp-de,Custom: publikationen-bundesregierung-de-pp-de,된다,,,112
pubs-drdc-rddc-gc-ca-basis,Custom: pubs-drdc-rddc-gc-ca-basis,된다,,,4040
pubs-usgs-gov,pubs.usgs.gov,된다,,,10
pubshop-bmbwf-gv-at-indexphp,Custom: pubshop-bmbwf-gv-at-indexphp,된다,,,479
pure-mpg-de-search,Custom: pure-mpg-de-search,된다,,,75
rcaanc-cirnac-gc-ca-eng,Custom: rcaanc-cirnac-gc-ca-eng,된다,,,33
rda-go-kr-board,Custom: rda-go-kr-board,된다,,,1020
rdr-kuleuven-be-dataverse,Custom: rdr-kuleuven-be-dataverse,된다,,,418
regjeringen-no-en,Custom: regjeringen-no-en,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",187
reglementation-controle-asnr-fr-information,Custom: reglementation-controle-asnr-fr-information,된다,,,6
regulation-govt-nz-about-us,Custom: regulation-govt-nz-about-us,된다,,,247
repo-lib-duth-gr-jspui,Custom: repo-lib-duth-gr-jspui,된다,,,7156
reports-nlr-nl-collections,Custom: reports-nlr-nl-collections,된다,,,18
repositorio-uchile-cl-discover,Custom: repositorio-uchile-cl-discover,된다,,,500
repository-cern-search,Custom: repository-cern-search,된다,,,500
repository-lboro-ac-uk,Custom: repository-lboro-ac-uk,된다,,,128
repository-library-noaa-gov-view,Custom: repository-library-noaa-gov-view,된다,,,812
repository-naturalis-nl,Custom: repository-naturalis-nl,된다,,,9681
repository-tno-nl-doclist,Custom: repository-tno-nl-doclist,된다,,,10508
research-collection-ethz-ch-search,Custom: research-collection-ethz-ch-search,된다,,,459
research-imt-nord-europe-fr-news,Custom: research-imt-nord-europe-fr-news,된다,,,56
research-thea-ie-browse,Custom: research-thea-ie-browse,된다,,,449
researchrepository-ul-ie-search,Custom: researchrepository-ul-ie-search,된다,,,400
reseau-canope-fr-espace-presse,Custom: reseau-canope-fr-espace-presse,된다,,,19
rfi-ac-uk-latest,Custom: rfi-ac-uk-latest,된다,,,142
rigsrevisionen-dk-revisionssager,Custom: rigsrevisionen-dk-revisionssager,된다,,,590
rijksoverheid-nl-documenten,Custom: rijksoverheid-nl-documenten,된다,,,274
ris-bka-gv-at-ergebniswxe,Custom: ris-bka-gv-at-ergebniswxe,된다,,,507
rki-de-de,Custom: rki-de-de,된다,,,66
rosap-ntl-bts-gov-cbrowse,Custom: rosap-ntl-bts-gov-cbrowse,된다,,,562
ruomoplus-lib-uom-gr-simple-search,Custom: ruomoplus-lib-uom-gr-simple-search,된다,,,500
saemangeum-go-kr-sda,Custom: saemangeum-go-kr-sda,된다,,,428
safefood-net-news,Custom: safefood-net-news,된다,,,31
salute-gov-it-new,Custom: salute-gov-it-new,된다,,,202
samr-gov-cn-zw,Custom: samr-gov-cn-zw,된다,,,315
sandia-gov-news,Custom: sandia-gov-news,된다,,,101
