site_id,sheet,collected,source_total,exact,kind,health
mintour-gov-gr-deltia-typoy,Greece Ministries,394,167,False,count_lowerbound,"느림(상한걸림,하한값)"
earlham-ac-uk-newsroom,영국완료,278,167,False,count_lowerbound,"느림(상한걸림,하한값)"
kjonnsforskning-no-nb,Norway Research Centers,100,166,True,measured,정상(측정됨)
netl-doe-gov-search-r-d-publicati,American Research Institutes,729,166,False,count_lowerbound,"느림(상한걸림,하한값)"
usgs-gov-news,American Research Institutes,1549,164,False,count_lowerbound,"느림(상한걸림,하한값)"
energy-gov-management,USA Executive Departments,388,164,False,count_lowerbound,"느림(상한걸림,하한값)"
miteco-gob-es-es,Spain Ministries,379,163,False,count_lowerbound,"느림(상한걸림,하한값)"
forest-go-kr-kfsweb,한국완료,931,161,False,count_lowerbound,"느림(상한걸림,하한값)"
biblio-naturalsciences-be-rbins-publications,벨기에완료,500,160,False,count_lowerbound,"느림(상한걸림,하한값)"
si-re-kr-bbs,한국완료,501,160,False,count_lowerbound,"느림(상한걸림,하한값)"
repository-tno-nl-doclist,Dutch Research Centers,10508,160,False,count_lowerbound,"느림(상한걸림,하한값)"
nimh-nih-gov-news,American Research Institutes,492,157,False,count_lowerbound,"느림(상한걸림,하한값)"
kwdi-re-kr-plaza,한국완료,819,154,False,count_lowerbound,"느림(상한걸림,하한값)"
psi-ch-en,Switzerland Research Centers,405,152,False,count_lowerbound,"느림(상한걸림,하한값)"
accc-gov-au-search,호주완료,454,152,False,count_lowerbound,"느림(상한걸림,하한값)"
netl-doe-gov-fecm-external-r-and-,American Research Institutes,343,151,False,count_lowerbound,"느림(상한걸림,하한값)"
nypi-re-kr-board,한국완료,150,151,True,count_exact,정상(count됨)
bmleh-de-siteglobals,독일완료,200,151,False,count_lowerbound,"느림(상한걸림,하한값)"
krihs-re-kr-krihslibraryreport,한국완료,168,150,True,count_exact,정상(count됨)
fmn-dk-da,덴마크완료,848,150,False,count_lowerbound,"느림(상한걸림,하한값)"
ifpenergiesnouvelles-fr-tags,French Research Institutes,150,150,True,count_exact,정상(count됨)
onera-fr-fr,French Research Institutes,145,148,True,count_exact,정상(count됨)
auswaertiges-amt-de-de,Germany Ministries,224,147,False,count_lowerbound,"느림(상한걸림,하한값)"
cer-rec-gc-ca-en,Canadian Research Centers,175,147,False,count_lowerbound,"느림(상한걸림,하한값)"
statistischebibliothek-de-mir,독일완료,384,147,False,count_lowerbound,"느림(상한걸림,하한값)"
em-dk-aktuelt,덴마크완료,350,146,False,count_lowerbound,"느림(상한걸림,하한값)"
www6-slac-stanford-edu-news-and-events,American Research Institutes,267,145,False,count_lowerbound,"느림(상한걸림,하한값)"
pubshop-bmbwf-gv-at-indexphp,오스트리아완료,479,144,False,count_lowerbound,"느림(상한걸림,하한값)"
esri-ie-publications,Irish Research Centers,531,143,False,count_lowerbound,"느림(상한걸림,하한값)"
skm-dk-aktuelt,덴마크완료,457,142,False,count_lowerbound,"느림(상한걸림,하한값)"
swisstph-ch-en,Switzerland Research Centers,1087,141,False,count_lowerbound,"느림(상한걸림,하한값)"
jeonnam-go-kr-m7116,한국완료,770,140,False,count_lowerbound,"느림(상한걸림,하한값)"
who-int-publications,Switzerland Research Centers,511,139,False,count_lowerbound,"느림(상한걸림,하한값)"
nps-or-kr-pnsgdnc,한국완료,182,138,True,count_exact,정상(count됨)
samr-gov-cn-zw,중국 완료,315,136,False,count_lowerbound,"느림(상한걸림,하한값)"
libreria-educacion-gob-es-p,Spain Ministries,330,136,False,count_lowerbound,"느림(상한걸림,하한값)"
hrbopenresearch-org,Irish Research Centers,437,135,False,count_lowerbound,"느림(상한걸림,하한값)"
juventudeinfancia-gob-es-es,Spain Ministries,306,133,False,count_lowerbound,"느림(상한걸림,하한값)"
pbl-nl-en,Dutch Research Centers,649,133,False,count_lowerbound,"느림(상한걸림,하한값)"
mofe-go-kr-id,한국완료,133,133,True,count_exact,정상(count됨)
ministryofjustice-gr,Greece Ministries,261,133,False,count_lowerbound,"느림(상한걸림,하한값)"
kei-re-kr-eliblistes,한국완료,364,132,False,count_lowerbound,"느림(상한걸림,하한값)"
werk-belgie-be-nl,벨기에완료,316,132,False,count_lowerbound,"느림(상한걸림,하한값)"
cdhowe-org-research-insights,Canadian Research Centers,344,131,False,count_lowerbound,"느림(상한걸림,하한값)"
repository-lboro-ac-uk,영국완료,128,129,True,count_exact,정상(count됨)
polytechnique-edu-presse,French Public Universities,226,128,False,count_lowerbound,"느림(상한걸림,하한값)"
ivo-se-sok,스웨덴 완료,134,128,False,count_lowerbound,"느림(상한걸림,하한값)"
epa-ie-news-releases,Irish Research Centers,120,128,True,count_exact,정상(count됨)
cnes-fr-communiques,French Research Institutes,119,127,True,measured,정상(측정됨)
brgm-fr-fr,French Research Institutes,234,127,False,count_lowerbound,"느림(상한걸림,하한값)"
idiap-ch-en,Switzerland Research Centers,125,125,True,count_exact,정상(count됨)
koti-re-kr-user,한국완료,373,125,False,count_lowerbound,"느림(상한걸림,하한값)"
cnic-es-en,Spanish Research Centers,419,124,False,count_lowerbound,"느림(상한걸림,하한값)"
ejournals-epublishing-ekt-gr-indexphp,Greece Research Centers,474,124,False,count_lowerbound,"느림(상한걸림,하한값)"
em-lyon-com-en,French Public Universities,348,124,False,count_lowerbound,"느림(상한걸림,하한값)"
mef-gov-it-ufficio-stampa,Italy Ministries,204,122,True,measured,정상(측정됨)
directives-doe-gov-directives-browse,USA Executive Departments,205,120,False,count_lowerbound,"느림(상한걸림,하한값)"
economie-fgov-be-nl,벨기에완료,138,120,True,count_exact,정상(count됨)
transportes-gob-es-el-ministerio,Spain Ministries,288,120,False,count_lowerbound,"느림(상한걸림,하한값)"
mois-go-kr-frt,한국완료,1148,119,True,count_exact,정상(count됨)
gnewsonline-it-category,Italy Ministries,343,117,False,count_lowerbound,"느림(상한걸림,하한값)"
ifremer-fr-fr,French Research Institutes,286,117,False,count_lowerbound,"느림(상한걸림,하한값)"
ncha-gov-cn-col,중국 완료,117,117,True,count_exact,정상(count됨)
dst-dk-da,덴마크완료,408,117,False,count_lowerbound,"느림(상한걸림,하한값)"
kommunikasjon-ntb-no-presserom,Norway Research Centers,116,116,True,count_exact,정상(count됨)
nrc-re-kr-boardes,한국완료,470,116,False,count_lowerbound,"느림(상한걸림,하한값)"
educacionfpydeportes-gob-es-prensahtml,Spain Ministries,347,115,False,count_lowerbound,"느림(상한걸림,하한값)"
toi-no-publications,Norway Research Centers,470,114,False,count_lowerbound,"느림(상한걸림,하한값)"
climateinstitute-ca-newsroom,Canadian Research Centers,110,114,True,measured,정상(측정됨)
datos-gob-mx-cultura,Mexico Ministries,114,114,True,measured,정상(측정됨)
va-gov-vetdata,USA Executive Departments,114,114,True,count_exact,정상(count됨)
cancer-fr-presse,French Public Institutions,110,111,True,measured,정상(측정됨)
publicservice-govt-nz-research-and-data,뉴질랜드완료,110,110,True,count_exact,정상(count됨)
stats-govt-nz-indicators,뉴질랜드완료,109,109,True,count_exact,정상(count됨)
wallonie-be-fr,벨기에완료,121,109,False,count_lowerbound,"느림(상한걸림,하한값)"
datos-gob-mx-presupuesto,Mexico Ministries,108,108,True,measured,정상(측정됨)
nersc-no-en,Norway Research Centers,349,107,False,count_lowerbound,"느림(상한걸림,하한값)"
bmj-gv-at-ministerium,오스트리아완료,149,106,False,count_lowerbound,"느림(상한걸림,하한값)"
ifau-se-forskning,스웨덴 완료,101,106,True,count_exact,정상(count됨)
adruk-org-news-publications,영국완료,210,106,True,count_exact,정상(count됨)
environment-govt-nz-publications,뉴질랜드완료,249,106,False,count_lowerbound,"느림(상한걸림,하한값)"
miit-gov-cn-zc,중국 완료,104,104,True,measured,정상(측정됨)
harcresearch-org-news,American Research Institutes,240,104,True,count_exact,정상(count됨)
acpr-banque-france-fr-fr,French Public Institutions,225,103,False,count_lowerbound,"느림(상한걸림,하한값)"
lavoro-gov-it-stampa-e-media,Italy Ministries,340,102,False,count_lowerbound,"느림(상한걸림,하한값)"
kefm-dk-aftaler,덴마크완료,101,102,True,count_exact,정상(count됨)
fafo-no-en,Norway Research Centers,322,102,False,count_lowerbound,"느림(상한걸림,하한값)"
difesa-it-il-ministro,Italy Ministries,101,101,True,count_exact,정상(count됨)
swisspolar-ch-expeditions,Switzerland Research Centers,94,101,True,measured,정상(측정됨)
mfds-go-kr-brd,한국완료,461,100,False,count_lowerbound,"느림(상한걸림,하한값)"
gov-ie-en,Ireland Ministries,780,100,True,measured,정상(측정됨)
ami-swiss-en,Switzerland Research Centers,558,100,False,count_lowerbound,"느림(상한걸림,하한값)"
rosap-ntl-bts-gov-cbrowse,American Research Institutes,562,100,True,measured,정상(측정됨)
library-kwrwater-nl-en,Dutch Research Centers,51,100,True,measured,정상(측정됨)
fm-dk-udgivelser,덴마크완료,100,100,True,count_exact,정상(count됨)
health-ni-gov-uk-news,영국완료,137,100,True,count_exact,정상(count됨)
ncri-ie-en,Irish Research Centers,104,100,False,count_lowerbound,"느림(상한걸림,하한값)"
niddk-nih-gov-news,American Research Institutes,124,99,True,count_exact,정상(count됨)
sintef-no-en,Norway Research Centers,141,99,False,count_lowerbound,"느림(상한걸림,하한값)"
icp-fr-a-propos-de-licp,French Public Institutions,99,99,True,count_exact,정상(count됨)
klri-re-kr-kor,한국완료,590,98,False,count_lowerbound,"느림(상한걸림,하한값)"
gov-wales-publications,영국완료,155,98,False,count_lowerbound,"느림(상한걸림,하한값)"
hfml-felix-nl-en,Dutch Research Centers,62,98,True,measured,정상(측정됨)
minagric-gr-the-ministry-2,Greece Ministries,267,98,False,count_lowerbound,"느림(상한걸림,하한값)"
netl-doe-gov-energy-analysis,American Research Institutes,97,97,True,count_exact,정상(count됨)
meteofrance-fr-actualite,French Research Institutes,94,97,True,count_exact,정상(count됨)
elocus-lib-uoc-gr-search,Greece Research Centers,282,97,False,count_lowerbound,"느림(상한걸림,하한값)"
gichd-org-publications-resourc,Switzerland Research Centers,266,96,False,count_lowerbound,"느림(상한걸림,하한값)"
politie-be-statistieken,벨기에완료,95,95,True,count_exact,정상(count됨)
nichd-nih-gov-newsroom,American Research Institutes,329,95,False,count_lowerbound,"느림(상한걸림,하한값)"
futureneurocentre-ie-our-research,Irish Research Centers,455,95,True,measured,정상(측정됨)
nfa-go-kr-nfa,한국완료,112,95,True,count_exact,정상(count됨)
business-sweden-com-about-us,스웨덴 완료,94,94,True,count_exact,정상(count됨)
ustat-mur-gov-it,Italy Ministries,92,94,True,count_exact,정상(count됨)
nei-nih-gov-learn-about-eye-heal,American Research Institutes,88,93,True,measured,정상(측정됨)
fi-se-en,스웨덴 완료,122,93,True,count_exact,정상(count됨)
illustro-iadt-figshare-com-search,Irish Research Centers,92,92,True,count_exact,정상(count됨)
carabinieri-it-in-vostro-aiuto,Italy Ministries,301,91,False,count_lowerbound,"느림(상한걸림,하한값)"
cac-gov-cn-hdfw,중국 완료,89,91,True,count_exact,정상(count됨)
environment-govt-nz-acts-and-regulations,뉴질랜드완료,315,90,False,count_lowerbound,"느림(상한걸림,하한값)"
plan-be-nl,벨기에완료,152,90,False,count_lowerbound,"느림(상한걸림,하한값)"
didaktorika-gr-eadd,Greece Research Centers,118,90,False,count_lowerbound,"느림(상한걸림,하한값)"
xxgk-mot-gov-cn-2020,중국 완료,456,89,False,count_lowerbound,"느림(상한걸림,하한값)"
nps-or-kr-inforls,한국완료,115,89,False,count_lowerbound,"느림(상한걸림,하한값)"
srnl-gov-newsroom,American Research Institutes,88,89,True,measured,정상(측정됨)
nidcr-nih-gov-news-events,American Research Institutes,87,88,True,count_exact,정상(count됨)
bmwet-gv-at-services,오스트리아완료,89,87,True,count_exact,정상(count됨)
catalogue-data-govt-nz-dataset,뉴질랜드완료,85,86,True,count_exact,정상(count됨)
bdap-opendata-rgs-mef-gov-it-catalog,Italy Ministries,360,85,False,count_lowerbound,"느림(상한걸림,하한값)"
ens-lyon-fr-lecole,French Public Universities,154,85,False,count_lowerbound,"느림(상한걸림,하한값)"
datos-gob-mx-agricultura,Mexico Ministries,85,85,True,measured,정상(측정됨)
indicators-be-nl,벨기에완료,84,84,True,count_exact,정상(count됨)
college-de-france-fr-en,French Public Universities,105,84,False,count_lowerbound,"느림(상한걸림,하한값)"
bmds-bund-de-aktuelles,Germany Ministries,79,84,True,count_exact,정상(count됨)
klimaraadet-dk-da,덴마크완료,84,84,True,count_exact,정상(count됨)
ris-bka-gv-at-ergebniswxe,오스트리아완료,507,82,False,count_lowerbound,"느림(상한걸림,하한값)"
datos-gob-mx-dataset,Mexico Ministries,97,81,True,measured,정상(측정됨)
niaaa-nih-gov-news-events,American Research Institutes,80,80,True,count_exact,정상(count됨)
broadbentinstitute-ca-research,Canadian Research Centers,81,78,True,measured,정상(측정됨)
dol-gov-newsroom,USA Executive Departments,275,77,False,count_lowerbound,"느림(상한걸림,하한값)"
datenportal-bmbf-de-portal,독일완료,75,75,True,count_exact,정상(count됨)
opendata-dk-search,덴마크완료,70,75,True,measured,정상(측정됨)
apra-gov-au-statistics,호주완료,75,75,True,measured,정상(측정됨)
nioo-knaw-nl-en,Dutch Research Centers,75,75,True,count_exact,정상(count됨)
simula-no-publications,Norway Research Centers,73,73,True,count_exact,정상(count됨)
unidata-gv-at-pages,오스트리아완료,404,73,False,count_lowerbound,"느림(상한걸림,하한값)"
ninds-nih-gov-news-events,American Research Institutes,253,73,True,count_exact,정상(count됨)
kit-nl-institute,Dutch Research Centers,121,72,True,measured,정상(측정됨)
bundesgesundheitsministerium-de-service,독일완료,229,71,False,count_lowerbound,"느림(상한걸림,하한값)"
nfra-gov-cn-cn,중국 완료,726,70,True,count_exact,정상(count됨)
nidi-nl-en,Dutch Research Centers,285,70,False,count_lowerbound,"느림(상한걸림,하한값)"
ign-fr-espace-presse,French Public Institutions,67,70,True,count_exact,정상(count됨)
ninds-nih-gov-publications,American Research Institutes,71,70,True,count_exact,정상(count됨)
bmftr-bund-de-siteglobals,독일완료,197,69,False,count_lowerbound,"느림(상한걸림,하한값)"
issibern-ch-outreach,Switzerland Research Centers,157,69,False,count_lowerbound,"느림(상한걸림,하한값)"
iucn-org-press-releases,Switzerland Research Centers,68,69,True,count_exact,정상(count됨)
artsetmetiers-hal-science-search,French Public Universities,86,68,True,count_exact,정상(count됨)
ungeneva-org-en,Switzerland Research Centers,93,68,False,count_lowerbound,"느림(상한걸림,하한값)"
sib-swiss-training,Switzerland Research Centers,74,67,True,count_exact,정상(count됨)
rki-de-de,GER ResearchCenters(Unfinished),66,67,True,count_exact,정상(count됨)
justitsministeriet-dk-pressemeddelelse,덴마크완료,346,67,False,count_lowerbound,"느림(상한걸림,하한값)"
issibern-ch-results,Switzerland Research Centers,495,65,True,count_exact,정상(count됨)
publikationen-bundesregierung-de-pp-de,Germany Ministries,112,64,True,count_exact,정상(count됨)
cae-eco-fr-presse-cae-0,French Public Institutions,64,64,True,count_exact,정상(count됨)
mem-gov-cn-fw,중국 완료,62,63,True,count_exact,정상(count됨)
bm-dk-soeg,덴마크완료,88,63,False,count_lowerbound,"느림(상한걸림,하한값)"
cancer-fr-catalogue-des-public,French Public Institutions,12,63,True,measured,정상(측정됨)
irsn-fr-actualites,French Research Institutes,274,62,False,count_lowerbound,"느림(상한걸림,하한값)"
caitec-org-cn-n6,중국 완료,62,62,True,count_exact,정상(count됨)
publicservice-govt-nz-data,뉴질랜드완료,61,61,True,count_exact,정상(count됨)
igualdad-gob-es-comunicacion,Spain Ministries,216,58,False,count_lowerbound,"느림(상한걸림,하한값)"
ulsan-go-kr-u,한국완료,58,58,True,count_exact,정상(count됨)
kicj-re-kr-boardes,한국완료,154,58,False,count_lowerbound,"느림(상한걸림,하한값)"
kma-go-kr-kma,한국완료,86,58,True,count_exact,정상(count됨)
hi-no-en,Norway Research Centers,119,57,False,count_lowerbound,"느림(상한걸림,하한값)"
hatvp-fr-actualites-et-public,French Public Institutions,57,57,True,count_exact,정상(count됨)
neac-gov-cn-seac,중국 완료,57,57,True,count_exact,정상(count됨)
nia-nih-gov-news,American Research Institutes,95,57,True,count_exact,정상(count됨)
graduateinstitute-ch-library,Switzerland Research Centers,398,56,False,count_lowerbound,"느림(상한걸림,하한값)"
bfe-admin-ch-bfe,Switzerland Departments,1002,56,False,count_lowerbound,"느림(상한걸림,하한값)"
nccih-nih-gov-news,American Research Institutes,57,54,True,count_exact,정상(count됨)
issnationallab-org-research-and-science,American Research Institutes,12,54,True,measured,정상(측정됨)
sgu-se-en,스웨덴 완료,54,54,True,count_exact,정상(count됨)
noc-ac-uk-publications,영국완료,234,54,False,count_lowerbound,"느림(상한걸림,하한값)"
agriculture-gouv-fr-recherche-developpem,France Ministries,472,53,False,count_lowerbound,"느림(상한걸림,하한값)"
africamuseum-be-en,벨기에완료,52,52,True,count_exact,정상(count됨)
hautconseilclimat-fr-ressources-pedagogiq,French Public Institutions,234,52,True,measured,정상(측정됨)
asiapacific-ca-media,Canadian Research Centers,50,52,True,count_exact,정상(count됨)
etera-ee-browse,Estonia Research Centers,100403,52,False,count_lowerbound,"느림(상한걸림,하한값)"
centralesupelec-fr-presse,French Public Institutions,51,51,False,count_lowerbound,"느림(상한걸림,하한값)"
directives-doe-gov-guidance,USA Executive Departments,260,51,True,count_exact,정상(count됨)
uvek-admin-ch-en,Switzerland Departments,501,50,True,count_exact,정상(count됨)
etis-ee-portal,Estonia Research Centers,138,50,False,count_lowerbound,"느림(상한걸림,하한값)"
data-nist-gov-sdp,American Research Institutes,50,50,True,count_exact,정상(count됨)
pleanala-ie-en-ie,Irish Research Centers,54,50,True,count_exact,정상(count됨)
swisspeace-ch-publications,Switzerland Research Centers,304,49,False,count_lowerbound,"느림(상한걸림,하한값)"
mimit-gov-it-it,Italy Ministries,92,49,False,count_lowerbound,"느림(상한걸림,하한값)"
cstb-fr-communiques-de-press,French Research Institutes,48,48,True,count_exact,정상(count됨)
eda-admin-ch-eda,Switzerland Departments,12,48,True,count_exact,정상(count됨)
kammarkollegiet-se-aktuellt,스웨덴 완료,46,48,True,count_exact,정상(count됨)
nida-nih-gov-news-events,American Research Institutes,46,46,True,count_exact,정상(count됨)
efk-admin-ch-fr,Switzerland Research Centers,26,46,True,measured,정상(측정됨)
irpp-org-media,Canadian Research Centers,487,44,True,measured,정상(측정됨)
irpp-org-about-the-irpp,Canadian Research Centers,25,44,True,measured,정상(측정됨)
bmi-gv-at-114,오스트리아완료,76,42,True,count_exact,정상(count됨)
afd-fr-fr,French Public Institutions,797,42,True,count_exact,정상(count됨)
lne-fr-fr,French Research Institutes,40,42,True,measured,정상(측정됨)
trm-dk-nyheder,덴마크완료,404,42,False,count_lowerbound,"느림(상한걸림,하한값)"
nts-go-kr-nts,한국완료,42,42,True,count_exact,정상(count됨)
unikorea-go-kr-web,한국완료,47,41,True,count_exact,정상(count됨)
hhs-gov-guidance,USA Executive Departments,267,41,False,count_lowerbound,"느림(상한걸림,하한값)"
niehs-nih-gov-newsreleases,American Research Institutes,40,40,True,count_exact,정상(count됨)
alrc-gov-au-publications,호주완료,116,40,True,count_exact,정상(count됨)
nibib-nih-gov-news-events,American Research Institutes,39,39,True,count_exact,정상(count됨)
opendata-centralbank-ie-dataset,Irish Research Centers,38,39,True,count_exact,정상(count됨)
ufm-dk-publikationer,덴마크완료,44,38,True,count_exact,정상(count됨)
presse-cnam-fr-communiques,French Public Institutions,36,38,True,count_exact,정상(count됨)
hud-govt-nz-documents,뉴질랜드완료,148,38,False,count_lowerbound,"느림(상한걸림,하한값)"
mwr-gov-cn-english,중국 완료,37,37,True,count_exact,정상(count됨)
portaldiplomatico-mne-gov-pt-en,Portugal Ministries,378,37,False,count_lowerbound,"느림(상한걸림,하한값)"
presse-curie-fr-section,French Research Institutes,300,36,False,count_lowerbound,"느림(상한걸림,하한값)"
sfi-ch-en,Switzerland Research Centers,288,36,False,count_lowerbound,"느림(상한걸림,하한값)"
publications-idiap-ch-publications,Switzerland Research Centers,231,35,False,count_lowerbound,"느림(상한걸림,하한값)"
canurb-org-publications,Canadian Research Centers,92,35,True,measured,정상(측정됨)
nim-ac-cn-taxonomy,중국 완료,34,34,True,count_exact,정상(count됨)
nibio-no-en,Norway Research Centers,219,34,True,count_exact,정상(count됨)
rcaanc-cirnac-gc-ca-eng,Canada Ministries,33,33,True,count_exact,정상(count됨)
hcsp-fr-explorecgi,French Public Institutions,37,32,True,count_exact,정상(count됨)
oka-go-kr-web,한국완료,30,30,True,count_exact,정상(count됨)
banque-france-fr-en,French Public Institutions,530,30,True,count_exact,정상(count됨)
santepubliquefrance-fr-presse,French Public Institutions,624,30,False,count_lowerbound,"느림(상한걸림,하한값)"
dhs-gov-publication,USA Executive Departments,29,29,True,count_exact,정상(count됨)
nida-nih-gov-research-topics,American Research Institutes,29,29,True,count_exact,정상(count됨)
phfscience-nz-digital-library,뉴질랜드완료,501,28,True,measured,정상(측정됨)
openaire-eu-os-slovenia,Slovenia Research Centers,28,28,True,count_exact,정상(count됨)
dia-govt-nz-diawebsitensf,뉴질랜드완료,28,28,True,count_exact,정상(count됨)
scaht-org-en,Switzerland Research Centers,641,28,False,count_lowerbound,"느림(상한걸림,하한값)"
phfscience-nz-news-publications,뉴질랜드완료,32,28,True,measured,정상(측정됨)
moe-gov-cn-jyb_sjzl,중국 완료,28,28,True,count_exact,정상(count됨)
datos-gob-mx-seguridad,Mexico Ministries,27,27,True,measured,정상(측정됨)
ansto-gov-au-search,호주완료,30,27,True,count_exact,정상(count됨)
bankofcanada-ca-publications,Canadian Research Centers,27,27,True,count_exact,정상(count됨)
fibl-org-en,Switzerland Research Centers,539,27,False,count_lowerbound,"느림(상한걸림,하한값)"
csic-es-es,Spanish Research Centers,25,26,True,count_exact,정상(count됨)
archives-nationales-culture-gouv-fr-presse,French Public Institutions,15,26,True,measured,정상(측정됨)
miit-gov-cn-zwgk,중국 완료,26,26,True,count_exact,정상(count됨)
pure-mpg-de-search,GER ResearchCenters(Unfinished),75,25,True,count_exact,정상(count됨)
centralbank-ie-publication,Irish Research Centers,26,25,True,count_exact,정상(count됨)
um-dk-om-os,덴마크완료,24,24,True,count_exact,정상(count됨)
cepii-fr-cepii,French Public Institutions,540,24,True,count_exact,정상(count됨)
naturalengland-defra-opendata-arcgis-com-search,영국완료,167,24,True,measured,정상(측정됨)
seer-cancer-gov-report_to_nation,American Research Institutes,24,24,True,count_exact,정상(count됨)
kirj-ee-archive,Estonia Research Centers,3619,24,True,measured,정상(측정됨)
cancer-gov-about-nci,American Research Institutes,24,24,True,count_exact,정상(count됨)
geoportal-statistics-gov-uk-search,영국완료,346,24,True,measured,정상(측정됨)
justitsministeriet-dk-forskning,덴마크완료,24,24,True,count_exact,정상(count됨)
comptroller-defense-gov-odcfo,USA Executive Departments,24,24,True,count_exact,정상(count됨)
cc-nih-gov-research,American Research Institutes,199,22,True,count_exact,정상(count됨)
vbs-admin-ch-en,Switzerland Departments,111,21,False,count_lowerbound,"느림(상한걸림,하한값)"
icn-artem-com-en,French Public Universities,6,21,True,count_exact,정상(count됨)
meri-belspo-be-site,벨기에완료,21,21,True,count_exact,정상(count됨)
nigms-nih-gov-news,American Research Institutes,21,21,True,count_exact,정상(count됨)
keis-or-kr-keis,한국완료,22,21,True,count_exact,정상(count됨)
en-ird-fr-sections,French Research Institutes,84,21,True,measured,정상(측정됨)
edi-admin-ch-de,Switzerland Departments,360,20,True,count_exact,정상(count됨)
economy-ni-gov-uk-news,영국완료,500,20,True,count_exact,정상(count됨)
nhlbi-nih-gov-about,American Research Institutes,22,20,True,measured,정상(측정됨)
infrastructure-ni-gov-uk-news,영국완료,420,20,True,count_exact,정상(count됨)
amf-france-org-fr,French Public Institutions,157,20,False,count_lowerbound,"느림(상한걸림,하한값)"
international-andra-fr-documents-and-visual,French Research Institutes,34,20,True,measured,정상(측정됨)
bmwsb-bund-de-de,독일완료,20,20,True,count_exact,정상(count됨)
exteriores-gob-es-en,Spain Ministries,55,20,True,measured,정상(측정됨)
health-ni-gov-uk-publications,영국완료,503,20,True,count_exact,정상(count됨)
nifu-no-en,Norway Research Centers,363,20,False,count_lowerbound,"느림(상한걸림,하한값)"
vlaanderen-be-nieuwsberichten,벨기에완료,26,20,True,count_exact,정상(count됨)
bmvg-de-en,Germany Ministries,20,20,True,count_exact,정상(count됨)
mim-gov-it-web,Italy Ministries,41,20,True,count_exact,정상(count됨)
openscience-si-naprednoiskanjeaspx,Slovenia Research Centers,30,19,False,count_lowerbound,"느림(상한걸림,하한값)"
data-mfe-govt-nz-documents,뉴질랜드완료,21,19,False,count_lowerbound,"느림(상한걸림,하한값)"
nesc-ie-publications,Irish Research Centers,121,19,False,count_lowerbound,"느림(상한걸림,하한값)"
reseau-canope-fr-espace-presse,French Public Institutions,19,19,True,count_exact,정상(count됨)
mohrss-gov-cn-xxgk2020,중국 완료,19,19,True,count_exact,정상(count됨)
search-nal-usda-gov-discovery,USA Executive Departments,452,19,True,count_exact,정상(count됨)
asn-fr-information,French Public Institutions,19,19,True,count_exact,정상(count됨)
iucn-org-about-iucn,Switzerland Research Centers,19,19,True,count_exact,정상(count됨)
kamco-or-kr-portal,한국완료,19,19,True,count_exact,정상(count됨)
mwr-gov-cn-zwgk,중국 완료,18,18,True,count_exact,정상(count됨)
bmlv-gv-at-wissen-forschung,오스트리아완료,18,18,True,count_exact,정상(count됨)
khs-go-kr-newsbbz,한국완료,1249,18,False,count_lowerbound,"느림(상한걸림,하한값)"
moe-gov-cn-jyb_xxgk,중국 완료,18,18,True,count_exact,정상(count됨)
bmimi-gv-at-themen,오스트리아완료,18,18,True,count_exact,정상(count됨)
vtg-admin-ch-en,Switzerland Departments,18,18,True,count_exact,정상(count됨)
sozialministerium-gv-at-services,오스트리아완료,206,17,False,count_lowerbound,"느림(상한걸림,하한값)"
bmwkms-gv-at-themen,오스트리아완료,41,17,True,count_exact,정상(count됨)
budget-canada-ca-home-accueil-enhtml,Canada Ministries,17,17,True,count_exact,정상(count됨)
finance-ni-gov-uk-publications,영국완료,336,17,True,count_exact,정상(count됨)
bmleh-de-en,독일완료,26,16,True,count_exact,정상(count됨)
msd-govt-nz-about-msd-and-our-wo,뉴질랜드완료,16,16,True,count_exact,정상(count됨)
www2-mrc-lmb-cam-ac-uk-research,영국완료,47,16,True,count_exact,정상(count됨)
datos-gob-mx-secretaria-trabajo,Mexico Ministries,16,16,True,measured,정상(측정됨)
datos-gob-mx-territorio,Mexico Ministries,16,16,True,measured,정상(측정됨)
niams-nih-gov-newsroom,American Research Institutes,15,15,True,count_exact,정상(count됨)
sante-gouv-fr-ministere,France Ministries,145,15,False,count_lowerbound,"느림(상한걸림,하한값)"
nbb-be-en,벨기에완료,15,15,True,count_exact,정상(count됨)
mva-gov-cn-gongkai,중국 완료,15,15,True,count_exact,정상(count됨)
science-libraries-canada-ca-eng,Canadian Research Centers,31,15,False,count_lowerbound,"느림(상한걸림,하한값)"
nei-nih-gov-about,American Research Institutes,14,14,True,count_exact,정상(count됨)
international-gc-ca-transparency-transpa,Canada Ministries,22,14,True,count_exact,정상(count됨)
marine-ie-site-area,Irish Research Centers,24,14,True,count_exact,정상(count됨)
women-govt-nz-library,뉴질랜드완료,14,14,True,count_exact,정상(count됨)
international-canada-ca-en,Canada Ministries,14,14,True,count_exact,정상(count됨)
nimhd-nih-gov-news-events,American Research Institutes,13,13,True,count_exact,정상(count됨)
search-worldcat-org-ko,USA Executive Departments,14,13,True,count_exact,정상(count됨)
home-treasury-gov-about,USA Executive Departments,12,12,True,count_exact,정상(count됨)
moh-gov-gr-articles,Greece Ministries,5608,12,True,measured,정상(측정됨)
arn-se-om-arn,스웨덴 완료,80,12,True,count_exact,정상(count됨)
khs-go-kr-cop,한국완료,38,12,False,count_lowerbound,"느림(상한걸림,하한값)"
