시트명,일련번호,기관명,URL주소,상태코드,페이지제목,PDF링크수,문서수힌트,크롤판정
벨기에완료,9,벨기에 핵연구센터,https://researchportal.sckcen.be/en/publications/?type=%2Fdk%2Fatira%2Fpure%2Fresearchoutput%2Fresearchoutputtypes%2Fbookanthology%2Fblg&type=%2Fdk%2Fatira%2Fpure%2Fresearchoutput%2Fresearchoutputtypes%2Fbookanthology%2Fer&type=%2Fdk%2Fatira%2Fpure%2Fresearchoutput%2Fresearchoutputtypes%2Fbookanthology%2Fother&type=%2Fdk%2Fatira%2Fpure%2Fresearchoutput%2Fresearchoutputtypes%2Fbookanthology%2Fcommissioned&nofollow=true,403,Just a moment...,0,,차단(봇방어)
벨기에완료,14,벨기에 통계청,https://statbel.fgov.be/nl/nieuws,200,,0,,"크롤가능(HTML,PDF미검출)"
한국완료,25,산업통상자원부,https://www.motie.go.kr/kor/article/ATCL3f49a5a8c,200,보도·참고자료 &lt; 보도자료 &lt; 알림·뉴스 &lt; 산업통상부,0,10,"크롤가능(HTML,PDF미검출)"
한국완료,28,환경부,https://www.mcee.go.kr/home/web/index.do?menuId=10525,404,파일을 찾을수없습니다.,0,,HTTP404
한국완료,40,금융위원회,https://www.fsc.go.kr/no010101,200,보도자료 - 위원회 소식 - 알림마당 - 금융위원회,0,10,"크롤가능(HTML,PDF미검출)"
한국완료,47,국민건강보험공단,https://www.nhis.or.kr/nhis/together/wbhaec07800m01.do,200,연구자료실 게시판목록 | 국민건강보험,3,5,크롤가능(PDF링크有)
한국완료,47,국민건강보험공단,https://www.nhis.or.kr/nhis/together/wbhaec06700m01.do,200,일반통계 게시판목록 | 국민건강보험,3,5,크롤가능(PDF링크有)
한국완료,90,방송통신위원회,https://www.kcc.go.kr/user.do?boardId=1113&page=A05030000&dc=K05030000,200,방송미디어통신위원회 누리집 &gt; 알림마당 &gt; 보도자료 목록,0,5,"크롤가능(HTML,PDF미검출)"
한국완료,93,대한민국감사원,https://www.bai.go.kr/bai/board/base/list?brdId=BAK_0007,200,감사원,0,,"크롤가능(HTML,PDF미검출)"
영국완료,14,런던시 공공데이터 데이터스토어,https://data.london.gov.uk/dataset/?format=pdf,410,,0,,HTTP410
영국완료,16,영국 의회,https://www.parliament.uk/business/publications/commons/house-of-commons-journal/,200,House of Commons Journal - UK Parliament,208,,크롤가능(PDF링크有)
영국완료,16,영국 의회,https://www.parliament.uk/mps-lords-and-offices/offices/uk-parliamentary-assemblies/ocsepa-uk/oscepa-uk-publications/,200,Publications - UK Parliament,44,,크롤가능(PDF링크有)
영국완료,16,영국 의회,https://committees.parliament.uk/publications/,200,Find a publication - Committees - UK Parliament,9,,크롤가능(PDF링크有)
영국완료,16,영국 의회,https://post.parliament.uk/research/all-research/,200,All POST research - POST,0,,"크롤가능(HTML,PDF미검출)"
영국완료,16,영국 의회,https://lordslibrary.parliament.uk/research/all-research/,200,All research - House of Lords Library,0,,"크롤가능(HTML,PDF미검출)"
독일완료,8,독일 내무부,https://www.bmi.bund.de/SiteGlobals/Forms/suche/EN/expertensuche-formular.html?gts=9398922_list%253DunifiedDate_dt%2Bdesc&documentType_=news,200,BMI - Advanced search,0,,"크롤가능(HTML,PDF미검출)"
독일완료,10,독일 연방경제기후보호부,https://www.bundeswirtschaftsministerium.de/Navigation/EN/Service/Publications/publications.html,200,Publications | BMWE,10,,크롤가능(PDF링크有)
독일완료,10,독일 연방경제기후보호부,https://www.bundeswirtschaftsministerium.de/SiteGlobals/BMWI/Forms/Listen/EN/Medienraum/Medienraum_Formular.html,200,Media room archive | BMWE,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/information-material/,200,Information material - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/care-for-older-people/,200,Care for older people - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/childrens-rights/,200,Children&#x2019;s rights - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/civil-defence/,200,Civil defence - Government.se,1,,크롤가능(PDF링크有)
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/civil-society-and-sport/,200,Civil society and sport - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/combating-terrorism,200,Combating terrorism - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/the-constitution-of-sweden-and-personal-privacy/,200,The Constitution of Sweden and personal privacy - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/culture/,200,Culture - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/digital-policy/,200,Digital policy - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/democracy-and-human-rights/,200,Democracy and human rights - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/economic-policy/,200,Economic policy - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/emergency-preparedness/,200,Emergency preparedness - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/energy/,200,Energy - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/enterprise-and-industry/,200,Enterprise and industry - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/environment-and-climate/,200,Environment and climate - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/financial-markets/,403,Just a moment...,0,,차단(봇방어)
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/foreign-and-security-policy/,200,Foreign and security policy - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/gender-equality/,200,Gender equality - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/higher-education-research-and-space/,200,"Higher education, research and space - Government.se",0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/innovation/,200,Innovation - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/multilateral-cooperation/,200,International development cooperation - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/international-law/,200,International law - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/judicial-system/,200,Judicial system - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/labour-law-and-work-environment/,200,Labour law and work environment - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/labour-market/,200,Labour market - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/medical-care/,200,Medical care - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/migration-and-asylum/,200,Migration and asylum - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/military-defence/,200,Military defence - Government.se,1,,크롤가능(PDF링크有)
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/nordic-affairs/,200,Nordic affairs - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/public-health/,200,Public health - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/rural-affairs-agriculture-and-food-production/,200,"Rural affairs, agriculture and food production - Government.se",0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/social-services/,200,Social services - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/state-owned-enterprises/,200,State-owned enterprises - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/trade-and-investment-promotion/,200,Trade and investment promotion - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/government-policy/transport-and-infrastructure/,200,Transport and infrastructure - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/legal-documents/,200,Legal documents - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/reports/,200,Reports - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/international-development-cooperation-strategies/,200,International development cooperation strategies - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,1,GOS(Government Offices of Sweden),https://www.government.se/press-releases/,200,Press releases - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,2,PMO(Prime Minister's Office (국무총리실)),https://www.government.se/government-of-sweden/prime-ministers-office/,200,Prime Minister&#x27;s Office - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,3,"MoCE(Ministry of Climate and Enterprise
(기후 및 기업부))",https://www.government.se/government-of-sweden/ministry-of-climate-and-enterprise/,200,Ministry of Climate and Enterprise - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,4,MoC(Ministry of Culture (문화부)),https://www.government.se/government-of-sweden/ministry-of-culture/,200,Ministry of Culture - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,5,MoD(Ministry of Defence (국방부)),https://www.government.se/government-of-sweden/ministry-of-defence/,200,Ministry of Defence - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,6,"MoER(Ministry of Education and Research
(교육 및 연구부))",https://www.government.se/government-of-sweden/ministry-of-education-and-research/,200,Ministry of Education and Research - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,7,MoE(Ministry of Employment (고용부)),https://www.government.se/government-of-sweden/ministry-of-employment/,200,Ministry of Employment - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,8,MoF(Ministry of Finance (재무부)),https://www.government.se/government-of-sweden/ministry-of-finance/,200,Ministry of Finance - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,9,MFA(Ministry for Foreign Affairs (외교부)),https://www.government.se/government-of-sweden/ministry-for-foreign-affairs/,200,Ministry for Foreign Affairs - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,10,"MoHSA(Ministry of Health and Social Affairs
(보건 및 사회복지부))",https://www.government.se/government-of-sweden/ministry-of-health-and-social-affairs/,200,Ministry of Health and Social Affairs - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,11,MoJ(Ministry of Justice (법무부)),https://www.government.se/government-of-sweden/ministry-of-justice/,200,Ministry of Justice - Government.se,0,,"크롤가능(HTML,PDF미검출)"
스웨덴 완료,12,"MoRAI(Ministry of Rural Affairs and Infrastructure
(농촌 및 인프라부))",https://www.government.se/government-of-sweden/ministry-of-rural-affairs-and-infrastructure/,200,Ministry of Rural Affairs and Infrastructure - Government.se,0,,"크롤가능(HTML,PDF미검출)"
중국 완료,24,공안부(Ministry of Public Security of the People's Republic of China),https://www.mps.gov.cn/n2254314/n9036792/index.html,521,,0,,HTTP521
USA Executive Departments,1,Agriculture,https://www.usda.gov/about-usda/news/press-releases,200,USDA Press Releases | USDA,0,339,"크롤가능(HTML,PDF미검출)"
USA Executive Departments,*******,Agriculture,https://www.usda.gov/about-usda/policies-and-links/open-government-usda,200,Open Government at USDA | USDA,17,,크롤가능(PDF링크有)
USA Executive Departments,*******,Agriculture,https://www.commerce.gov/about/budget-and-performance/past-budgets-performance-reports,403,Just a moment...,0,,차단(봇방어)
USA Executive Departments,전화요망,Agriculture,https://data.commerce.gov/,403,Just a moment...,0,,차단(봇방어)
USA Executive Departments,전화요망,Agriculture,https://www.commerce.gov/data-and-reports/reports,403,Just a moment...,0,,차단(봇방어)
USA Executive Departments,전화요망,Agriculture,https://www.commerce.gov/opog/open-government/open-government-plans,403,Just a moment...,0,,차단(봇방어)
USA Executive Departments,전화요망,Agriculture,https://www.commerce.gov/opog/open-government/open-government-authorities-laws-policies-and-guidance,403,Just a moment...,0,,차단(봇방어)
USA Executive Departments,5,Energy,https://www.eia.gov/reports/,200,All Reports & Publications - U.S. Energy Information Administration (EIA),0,,"크롤가능(HTML,PDF미검출)"
USA Executive Departments,8,Housing and Urban Development,Website not accessible,"ERR:Failed to perform, curl: (3) URL rejected: Bad hostname. See",,0,,죽음/접속불가
USA Executive Departments,15,Veterans Affairs,https://news.va.gov/va-press-room/?redirect=1,200,VA Press Room - VA News,0,,차단(봇방어)
American Research Institutes,3,Argonne National Laboratory (ANL),https://www.anl.gov/news?article-type=3946&science-term=All&business-topic=All,403,Just a moment...,0,,차단(봇방어)
American Research Institutes,3,Argonne National Laboratory (ANL),https://www.anl.gov/argonne-scientific-publications,403,Just a moment...,0,,차단(봇방어)
American Research Institutes,12,Idaho National Laboratory,https://inl.gov/factsheets/,403,Just a moment...,0,,차단(봇방어)
American Research Institutes,12,Idaho National Laboratory,https://inl.gov/news-archives/?_post_tag=news-release,403,Just a moment...,0,,차단(봇방어)
American Research Institutes,16,Thomas Jefferson National Accelerator Facility (Jefferson Lab),https://misportal.jlab.org/sti/publications/search?utf8=%E2%9C%93&search%5Bpub_year%5D=&search%5Btitle%5D=&search%5Babstract%5D=&search%5Bauthor_name%5D=&search%5Bdocument_number%5D=&search%5Bprimary_institution%5D=&search%5Bpub_type%5D=Journal+Article&search%5Bmeeting_type%5D=&search%5Bdoe_funding%5D=&search%5Bmeeting_id%5D=&search%5Bjournal_id%5D=&search%5Bdivision%5D=&search%5Bdepartment%5D=&search%5Bgrp%5D=&search%5Bcategory_id%5D=&search%5Bpaperid%5D=&search%5Bproposal_num%5D=&search%5Bsubmit_date_after%5D=&search%5Bsubmit_date_before%5D=&search%5Bpubl_author_NAME%5D=&search%5Bpubl_author_ID%5D=&commit=Search,"ERR:Failed to perform, curl: (28) Operation timed out after 1500",,0,,죽음/접속불가
American Research Institutes,17,Environmental Molecular Sciences Laboratory,https://sc-data.emsl.pnnl.gov/,200,EMSL Data Portal,0,,"크롤가능(HTML,PDF미검출)"
American Research Institutes,28,National Institute on Aging (NIA),https://order.nia.nih.gov/view-all-publications,200,All Publications | Publication Ordering System and Contact Report System,0,,"크롤가능(HTML,PDF미검출)"
American Research Institutes,28,National Institute on Aging (NIA),https://dpcpsi.nih.gov/oepr/performance_gpra_archive,403,Just a moment...,0,,차단(봇방어)
American Research Institutes,43,National Library of Medicine (NLM),https://collections.nlm.nih.gov/?f%5Bdrep2.isMemberOfCollection%5D%5B%5D=DREPNIHAR,202,,0,,"크롤가능(HTML,PDF미검출)"
American Research Institutes,43,National Library of Medicine (NLM),https://collections.nlm.nih.gov/?f%5Bdrep2.isMemberOfCollection%5D%5B%5D=DREPNLMP,202,,0,,"크롤가능(HTML,PDF미검출)"
American Research Institutes,43,National Library of Medicine (NLM),https://collections.nlm.nih.gov/?f%5Bdrep2.isMemberOfCollection%5D%5B%5D=DREPHSR,202,,0,,"크롤가능(HTML,PDF미검출)"
American Research Institutes,43,National Library of Medicine (NLM),https://collections.nlm.nih.gov/?f%5Bdrep2.isMemberOfCollection%5D%5B%5D=DREPWWI,202,,0,,"크롤가능(HTML,PDF미검출)"
Canadian Research Centers,2,Canadian Institutes of Health Research (CIHR),https://nrc-digital-repository.canada.ca/eng/search/?q=*&m=1&fc=%2Bgn%3Atr%7Ccpr,200,Search for “*” - NRC Digital Repository - Canada.ca,0,,"크롤가능(HTML,PDF미검출)"
Canadian Research Centers,9,Canadian Agency for Drugs and Technologies in Health,https://www.cda-amc.ca/find-reports#tab-1911,403,Just a moment...,0,,차단(봇방어)
Canadian Research Centers,9,Canadian Agency for Drugs and Technologies in Health,https://www.cda-amc.ca/news-and-events/news,403,Just a moment...,0,,차단(봇방어)
Canadian Research Centers,10,Standards Council of Canada,https://scc-ccn.ca/resources/publications,200,Publications | Standards Council of Canada,25,22,크롤가능(PDF링크有)
Canadian Research Centers,10,Standards Council of Canada,https://scc-ccn.ca/resources/case-studies,200,Case studies | Standards Council of Canada,0,22,"크롤가능(HTML,PDF미검출)"
Canadian Research Centers,10,Standards Council of Canada,https://scc-ccn.ca/resources/news,200,News | Standards Council of Canada,0,22,"크롤가능(HTML,PDF미검출)"
Canadian Research Centers,14,Fraser Institute,https://www.fraserinstitute.org/quarterly,403,Just a moment...,0,,차단(봇방어)
Canadian Research Centers,14,Fraser Institute,https://www.fraserinstitute.org/search?f%5B0%5D=type_of_content%3Aresearch,403,Just a moment...,0,,차단(봇방어)
Canadian Research Centers,14,Fraser Institute,https://www.compareschoolrankings.org/,200,Fraser Institute - School Ranking,0,,"크롤가능(HTML,PDF미검출)"
France Ministries,1,Ministry of Interior(https://www.interieur.gouv.fr/),https://www.interieur.gouv.fr/documentation?search=&sort_by=newest&field_publication_date_picker=date_options_picker&field_publication_date%5Bmin%5D=&field_publication_date%5Bmax%5D=&field_document_category%5B421%5D=421,403,Just a moment...,0,,차단(봇방어)
France Ministries,7,"Ministry of National Education, Higher Education and Research",https://www.education.gouv.fr/recherche?filters%5B0%5D=types%3A115068,403,Just a moment...,0,,차단(봇방어)
France Ministries,7,"Ministry of National Education, Higher Education and Research",https://www.education.gouv.fr/recherche?filters%5B0%5D=types%3A115056,403,Just a moment...,0,,차단(봇방어)
France Ministries,7,"Ministry of National Education, Higher Education and Research",https://www.education.gouv.fr/recherche?filters%5B0%5D=types%3A115065,403,Just a moment...,0,,차단(봇방어)
French Research Institutes,16,"Agency for Ecological Transition (ADEME)
(French: Agence de l’environnement et de la maîtrise de l’énergie)",https://data.ademe.fr/,200,Portail open data de l&#x27;ADEME,0,,"크롤가능(HTML,PDF미검출)"
French Public Universities,13,"School for Advanced Studies in the Social Sciences (EHESS)
(French: École des hautes études en sciences sociales)",https://www.ehess.fr/fr/liste/actualite?field_types_actualites_tid=4095&field_annee_value=All,"ERR:Failed to perform, curl: (28) Connection timed out after 150",,0,,죽음/접속불가
Germany Ministries,2,Ministry of Interior,https://www.bmi.bund.de/SiteGlobals/Forms/suche/EN/expertensuche-formular.html?documentType_=pbjournal&timerange=all#facets-9384678,200,BMI - Advanced search,0,,"크롤가능(HTML,PDF미검출)"
Germany Ministries,2,Ministry of Interior,https://www.bmi.bund.de/SiteGlobals/Forms/suche/publikationssuche-formular.html,200,BMI - Publikationssuche,20,,크롤가능(PDF링크有)
Germany Ministries,5,Economic Affairs and Energy,https://www.bundeswirtschaftsministerium.de/SiteGlobals/BMWI/Forms/Listen/EN/Medienraum/Medienraum_Formular.html?resourceId=3f9ec156-6040-4c67-8115-d64e2e064e8d&input_=1a45c19b-36c5-4f0d-a2dc-ed2f7e0b27c8&pageLocale=en&templateQueryStringListen=&to=&from=&documentType_=PressRelease&documentType_.GROUP=1&cl2Categories_LeadKeyword=&cl2Categories_LeadKeyword.GROUP=1&selectSort=&selectSort.GROUP=1&selectTimePeriod=&selectTimePeriod.GROUP=1#form-3f9ec156-6040-4c67-8115-d64e2e064e8d,200,Media room archive | BMWE,0,,"크롤가능(HTML,PDF미검출)"
Germany Ministries,5,Economic Affairs and Energy,https://www.bundeswirtschaftsministerium.de/Navigation/EN/Service/Publications/publications.html,200,Publications | BMWE,10,,크롤가능(PDF링크有)
Spain Ministries,3,Interior,https://www.interior.gob.es/opencms/es/prensa/,403,Just a moment...,0,,차단(봇방어)
Spain Ministries,6,Industry and Tourism,https://www.mintur.gob.es/en-us/gabineteprensa/notasprensa/Paginas/listadoNotasPrensa.aspx,"ERR:Failed to perform, curl: (28) Operation timed out after 1500",,0,,죽음/접속불가
Irish Research Centers,5,Central Statistics Office,https://data.cso.ie/,200,,0,,"크롤가능(HTML,PDF미검출)"
Irish Research Centers,11,FutureNeuro - Centre for Neurological Disease,https://repository.rcsi.com/,"ERR:Failed to perform, curl: (60) SSL certificate problem: unabl",,0,,죽음/접속불가
Irish Research Centers,12,Insight - Centre for Data Analytics,"https://researchrepository.ucd.ie/search?spc.page=1&configuration=site&f.itemtype=Journal%20Article,equals",405,Human Verification,0,,HTTP405
Irish Research Centers,12,Insight - Centre for Data Analytics,"https://researchrepository.ucd.ie/search?spc.page=1&configuration=site&f.itemtype=Master%20Thesis,equals",405,Human Verification,0,,HTTP405
Irish Research Centers,12,Insight - Centre for Data Analytics,"https://researchrepository.ucd.ie/search?spc.page=1&configuration=site&f.itemtype=Doctoral%20Thesis,equals",405,Human Verification,0,,HTTP405
Irish Research Centers,12,Insight - Centre for Data Analytics,"https://researchrepository.ucd.ie/search?spc.page=1&configuration=site&f.itemtype=Technical%20Report,equals",405,Human Verification,0,,HTTP405
Irish Research Centers,12,Insight - Centre for Data Analytics,"https://researchrepository.ucd.ie/search?spc.page=1&configuration=site&f.itemtype=Conference%20Publication,equals",405,Human Verification,0,,HTTP405
Irish Research Centers,18,Institute of Public Health in Ireland (IPH),https://www.publichealth.ie/reports,403,Just a moment...,0,,차단(봇방어)
Irish Research Centers,18,Institute of Public Health in Ireland (IPH),https://www.publichealth.ie/journal-articles,403,Just a moment...,0,,차단(봇방어)
Irish Research Centers,31,Griffith Open Repository,https://cris.iucc.ac.il/en/publications/?openAccess=%2Fdk%2Fatira%2Fpure%2Fresearchoutput%2Fopenaccesspermission%2Fopen&nofollow=true,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,***,Press releases,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,***,Publications,https://www.gov.il/he/collectors/publications,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,1,Agriculture & Rural Development,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=920e5116-ca8b-4bb5-b54c-6a518d3d94b9,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,1,Agriculture & Rural Development,https://www.gov.il/he/collectors/publications?officeId=920e5116-ca8b-4bb5-b54c-6a518d3d94b9,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,2,Ministry of Communications,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=503be068-3051-4dc0-bc61-65f0b33f0570,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,2,Ministry of Communications,https://www.gov.il/he/collectors/publications?officeId=503be068-3051-4dc0-bc61-65f0b33f0570&Type=4775599a-4bdd-43c6-a60d-0d77a2790020,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,3,Construction & Housing,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=c515b1b2-3163-499e-bdbd-8849147c5ada,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,4,Culture & Sport,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=7d5d01a1-c043-4c87-b8ef-5061999e797c,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,5,Ministry of Defense,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=7566b0f1-c9a4-4af7-ab01-d34ca3a52104,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,6,Diaspora Affairs & Combating Antisemitism,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=1213ca14-4263-4720-b7bf-afa8e8c05444,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,7,Economy & Industry,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=ba3bf87e-6a99-4e24-ae89-2815a450881e,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,7,Economy & Industry,https://www.gov.il/he/collectors/publications?officeId=ba3bf87e-6a99-4e24-ae89-2815a450881e&Type=4775599a-4bdd-43c6-a60d-0d77a2790020,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,8,Ministry of Education,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=3a4dfc8a-ac31-4ab4-8734-35090ae3bb06,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,9,Energy & Infrastructure,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=0caee7eb-1ebb-4c12-9ed8-7dce94badcb2,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,10,Environmental Protection,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=7807091f-2385-4915-b1cb-fd4db6d2c1cc,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,11,Ministry of Intelligence,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=5c7214c6-6571-43b1-9474-a0541e7afd94,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,11,Ministry of Intelligence,https://www.gov.il/he/collectors/publications?officeId=5c7214c6-6571-43b1-9474-a0541e7afd94,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,12,Foreign Affairs,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=6cbf57de-3976-484a-8666-995ca17899ec,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,13,Ministry of Health,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=104cb0f4-d65a-4692-b590-94af928c19c0,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,13,Ministry of Health,https://www.gov.il/he/collectors/publications?officeId=104cb0f4-d65a-4692-b590-94af928c19c0&Type=4775599a-4bdd-43c6-a60d-0d77a2790020,200,,0,,"크롤가능(HTML,PDF미검출)"
Israel Ministries,14,Immigration & Absorption,https://www.gov.il/he/collectors/news?Type=cc21a290-f00a-4adb-8d31-575d2be9fef9&officeId=27db3169-ab0e-490c-af70-6d03133cb1f3,403,Just a moment...,0,,차단(봇방어)
Israel Ministries,14,Immigration & Absorption,https://www.gov.il/he/collectors/publications?officeId=27db3169-ab0e-490c-af70-6d03133cb1f3&Type=4775599a-4bdd-43c6-a60d-0d77a2790020,200,,0,,"크롤가능(HTML,PDF미검출)"
