site_id,sheet,collected,counted,server_total,completed,elapsed_s,method,note,health
ivo-se-sok,스웨덴 완료,134,139,139,True,358.0,count_crawl,caps_neutralized:MAX_PAGES=200->big;WALL_BUDGET_SECONDS=1500->big,ok
skm-dk-aktuelt,덴마크완료,457,241,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
swisstph-ch-en,Switzerland Research Centers,1087,417,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
kommunikasjon-ntb-no-presserom,Norway Research Centers,116,116,0,True,147.1,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_MAX_WALL_SECONDS=1500->big,ok
ncha-gov-cn-col,중국 완료,117,117,0,True,160.4,count_crawl,caps_neutralized:SAFETY_PAGE_CAP=200->big;WALL_CLOCK_BUDGET_SECONDS=1500->big,ok
who-int-publications,Switzerland Research Centers,511,188,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
didaktorika-gr-eadd,Greece Research Centers,118,118,0,True,276.5,count_crawl,caps_neutralized:CRAWL_DEADLINE_S=1500->big,ok
samr-gov-cn-zw,중국 완료,315,283,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
pbl-nl-en,Dutch Research Centers,649,231,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
health-ni-gov-uk-news,영국완료,137,100,0,True,36.3,count_crawl,,ok
werk-belgie-be-nl,벨기에완료,316,203,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
nrc-re-kr-boardes,한국완료,470,237,0,True,345.2,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_MAX_WALL_SECONDS=1500->big,ok
icp-fr-a-propos-de-licp,French Public Institutions,99,99,0,True,72.7,count_crawl,caps_neutralized:MAX_WALL_SECONDS=1500->big;PAGE_CAP=200->big,ok
ifau-se-forskning,스웨덴 완료,101,106,0,True,156.2,count_crawl,caps_neutralized:_MAX_PAGES=200->big,ok
niddk-nih-gov-news,American Research Institutes,124,99,0,True,95.0,count_crawl,caps_neutralized:MAX_PAGES=200->big;MAX_SECONDS=1500->big,ok
polytechnique-edu-presse,French Public Universities,226,232,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
cac-gov-cn-hdfw,중국 완료,89,91,0,True,71.8,count_crawl,,ok
transportes-gob-es-el-ministerio,Spain Ministries,288,225,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
wallonie-be-fr,벨기에완료,121,124,0,True,401.3,count_crawl,caps_neutralized:MAX_PAGES=200->big;WALL_CLOCK_BUDGET_SECONDS=1500->big,ok
ustat-mur-gov-it,Italy Ministries,92,94,0,True,148.6,count_crawl,,ok
fi-se-en,스웨덴 완료,122,95,0,True,217.4,count_crawl,caps_neutralized:_MAX_SECONDS=1500->big,ok
nps-or-kr-inforls,한국완료,115,0,0,True,103.0,count_crawl,caps_neutralized:_MAX_PAGES=200->big,empty_zero_parse
unidata-gv-at-pages,오스트리아완료,404,0,0,True,3.0,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_WALL_BUDGET_SECONDS=1500->big,empty_zero_parse
ncri-ie-en,Irish Research Centers,104,104,0,True,353.3,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_WALL_CLOCK_BUDGET_S=1500->big,ok
klimaraadet-dk-da,덴마크완료,84,84,0,True,128.7,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_MAX_WALL_SECONDS=1500->big,ok
toi-no-publications,Norway Research Centers,470,275,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
sib-swiss-training,Switzerland Research Centers,74,67,0,True,9.5,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_WALL_CLOCK_S=1500->big,ok
ninds-nih-gov-publications,American Research Institutes,71,70,0,True,121.2,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_WALL_BUDGET=1500->big,ok
nersc-no-en,Norway Research Centers,349,165,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
publicservice-govt-nz-data,뉴질랜드완료,61,61,0,True,90.8,count_crawl,caps_neutralized:_MAX_PAGES=200->big,ok
