site_id,health,flag_count,flags
noc-ac-uk-publications,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
nofima-com-publication,empty_zero_parse,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계
nora-nerc-ac-uk-view,ok,3,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계
nordlandsforskning-no-en,ok,1,25분벽시계
nps-or-kr-inforls,empty_zero_parse,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
nps-or-kr-pnsgdnc,timeout,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
nrc-re-kr-boardes,ok,3,MAX_PAGES=200; 25분벽시계; 뉴스/보도성
nrscotland-gov-uk-publications,ok,3,초록<200자 skip; MAX_PAGES=200; 25분벽시계
ntp-niehs-nih-gov-publications,ok,2,25분벽시계; JS렌더의존(취약)
ntrs-nasa-gov-search,ok,1,25분벽시계
nts-go-kr-nts,ok,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
nupi-no-en,empty_zero_parse,2,초록<50자 skip; 25분벽시계
nypi-re-kr-board,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
nzpri-aut-ac-nz-document-library,empty_zero_parse,1,25분벽시계
observa-minciencia-gob-cl,?,2,MAX_PAGES=200; 25분벽시계
oig-treasury-gov-other-reports-testim,ok,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
oka-go-kr-web,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
olympias-lib-uoi-gr-jspui,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
om-mp-be-nl,empty_zero_parse,4,초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성
onera-fr-fr,ok,5,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
ons-gov-uk-search,ok,2,초록<50자 skip; 25분벽시계
open-science-canada-ca-communities,ok,2,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip
openaccess-inaf-it,ok,3,PDF링크 접미사판정(랜딩미추적); 25분벽시계; JS렌더의존(취약)
openaire-eu-os-slovenia,ok,3,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계
opendata-centralbank-ie-dataset,ok,3,초록<50자 skip; 25분벽시계; JS렌더의존(취약)
opendata-dk-search,ok,2,MAX_PAGES=200; 25분벽시계
opendatacommunities-org-data,empty_zero_parse,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
opengov-seoul-go-kr-research,ok,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
openresearch-repository-anu-edu-au-search,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
openscience-si-naprednoiskanjeaspx,ok,3,MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
openstarts-units-it,?,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
opm-go-kr-opm,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계; 뉴스/보도성
order-nia-nih-gov-view-all-publication,?,2,MAX_PAGES=200; 25분벽시계
osr-statisticsauthority-gov-uk-publications-list,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<100자 skip; MAX_PAGES=200; JS렌더의존(취약)
ostrnrcan-dostrncan-canada-ca-search,ok,3,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계
ots-at-pressemappe,ok,5,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
par-nsf-gov-search,ok,3,MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
pasteur-fr-en,ok,3,PDF링크 접미사판정(랜딩미추적); 25분벽시계; 뉴스/보도성
pbc-gov-cn-en,ok,4,초록<50자 skip; MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
pbl-nl-en,ok,1,25분벽시계
pbocri-org-cn-lnzy3html,empty_zero_parse,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계
pbocri-org-cn-xslwhtml,ok,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
pembina-org-media-releases,ok,2,초록<50자 skip; 25분벽시계
pergamos-lib-uoa-gr-search,ok,1,25분벽시계
phfscience-nz-digital-library,empty_zero_parse,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
phfscience-nz-news-publications,empty_zero_parse,2,초록<100자 skip; 25분벽시계
plan-be-nl,ok,2,초록<100자 skip; 25분벽시계
pleanala-ie-en-ie,ok,2,MAX_PAGES=200; 25분벽시계
pmc-gov-au-resources,empty_zero_parse,1,25분벽시계
pnnl-gov-news,ok,3,초록<50자 skip; 25분벽시계; 뉴스/보도성
police-go-kr-user,ok,4,초록<50자 skip; MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
policyalternatives-ca-news-research,ok,4,초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
politie-be-statistieken,ok,1,25분벽시계
polytechnique-edu-presse,ok,3,초록<50자 skip; 25분벽시계; 뉴스/보도성
polytechnique-hal-science-search,ok,2,MAX_PAGES=200; 25분벽시계
portaldiplomatico-mne-gov-pt-en,ok,4,초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성
ppforum-ca-press-releases,ok,5,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
pps-go-kr-kor,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계
presse-cnam-fr-communiques,ok,2,25분벽시계; 뉴스/보도성
presse-curie-fr-section,ok,4,PDF링크 접미사판정(랜딩미추적); 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
presse-economie-gouv-fr,ok,4,초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성
prism-go-kr-homepage,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
provenienzforschung-gv-at-empfehlungen-des-bei,timeout,2,초록<50자 skip; 25분벽시계
psi-ch-en,ok,2,25분벽시계; 뉴스/보도성
ptb-de-cms,ok,2,25분벽시계; JS렌더의존(취약)
publications-idiap-ch-publications,ok,2,MAX_PAGES=200; 25분벽시계
publichealthscotland-scot-publications,ok,1,25분벽시계
publicsafety-gc-ca-cnt,empty_zero_parse,4,초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
publicservice-govt-nz-data,ok,5,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
publicservice-govt-nz-research-and-data,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계; JS렌더의존(취약)
publikationen-bundesregierung-de-pp-de,ok,2,초록<100자 skip; 25분벽시계
pubs-drdc-rddc-gc-ca-basis,ok,1,25분벽시계
pubshop-bmbwf-gv-at-indexphp,ok,2,MAX_PAGES=200; 25분벽시계
pure-mpg-de-search,ok,2,MAX_PAGES=200; 25분벽시계
rcaanc-cirnac-gc-ca-eng,ok,2,초록<50자 skip; 25분벽시계
rda-go-kr-board,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계
rdr-kuleuven-be-dataverse,ok,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
regjeringen-no-en,empty_zero_parse,4,PDF링크 접미사판정(랜딩미추적); 초록<100자 skip; MAX_PAGES=200; 25분벽시계
reglementation-controle-asnr-fr-information,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
regulation-govt-nz-about-us,ok,4,초록<50자 skip; MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
repo-lib-duth-gr-jspui,ok,3,초록<50자 skip; MAX_PAGES=2000; 25분벽시계
reports-nlr-nl-collections,ok,1,25분벽시계
repositorio-uchile-cl-discover,empty_zero_parse,1,PDF링크 접미사판정(랜딩미추적)
repository-cern-search,ok,2,초록<100자 skip; 25분벽시계
repository-lboro-ac-uk,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
repository-library-noaa-gov-view,ok,2,초록<50자 skip; 25분벽시계
repository-naturalis-nl,ok,1,25분벽시계
repository-rcsi-com,?,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
repository-tno-nl-doclist,ok,0,
research-collection-ethz-ch-search,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
research-imt-nord-europe-fr-news,ok,4,초록<100자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
research-thea-ie-browse,ok,1,25분벽시계
researchrepository-ul-ie-search,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
reseau-canope-fr-espace-presse,ok,2,25분벽시계; 뉴스/보도성
rfi-ac-uk-latest,ok,3,25분벽시계; 뉴스/보도성; JS렌더의존(취약)
rigsrevisionen-dk-revisionssager,ok,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
rijksoverheid-nl-documenten,empty_zero_parse,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
ris-bka-gv-at-ergebniswxe,ok,5,PDF링크 접미사판정(랜딩미추적); 초록<100자 skip; MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
rki-de-de,ok,2,MAX_PAGES=200; 25분벽시계
rosap-ntl-bts-gov-cbrowse,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
ruomoplus-lib-uom-gr-simple-search,ok,2,MAX_PAGES=200; 25분벽시계
saemangeum-go-kr-sda,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계
safefood-net-news,empty_zero_parse,3,초록<50자 skip; 25분벽시계; 뉴스/보도성
salute-gov-it-new,ok,1,초록<100자 skip
samr-gov-cn-zw,ok,1,25분벽시계
sandia-gov-news,ok,3,초록<50자 skip; 25분벽시계; 뉴스/보도성
sante-gouv-fr-ministere,ok,3,초록<50자 skip; 25분벽시계; JS렌더의존(취약)
santepubliquefrance-fr-presse,ok,2,뉴스/보도성; JS렌더의존(취약)
sastind-gov-cn-n10086200,ok,2,MAX_PAGES=200; 25분벽시계
scaht-org-en,ok,3,PDF링크 접미사판정(랜딩미추적); 25분벽시계; JS렌더의존(취약)
science-astron-nl-science-astron,timeout,3,초록<50자 skip; 25분벽시계; JS렌더의존(취약)
science-libraries-canada-ca-eng,ok,2,MAX_PAGES=200; 25분벽시계
scourt-go-kr-portal,ok,5,PDF링크 접미사판정(랜딩미추적); 초록<100자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성
scp-nl-publicaties,ok,2,MAX_PAGES=200; 25분벽시계
search-nal-usda-gov-discovery,ok,2,MAX_PAGES=200; 25분벽시계
search-open-canada-ca-opendata,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
search-worldcat-org-ko,ok,2,25분벽시계; JS렌더의존(취약)
secihti-mx-sala-de-prensa,ok,4,초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
seco-admin-ch-seco,ok,3,MAX_PAGES=200; 25분벽시계; 뉴스/보도성
seer-cancer-gov-report_to_nation,ok,2,MAX_PAGES=200; 25분벽시계
sejong-go-kr-bbs,ok,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
sfi-ch-en,ok,1,25분벽시계
sgu-se-en,ok,2,PDF링크 접미사판정(랜딩미추적); 25분벽시계
si-re-kr-bbs,ok,2,초록<50자 skip; 25분벽시계
sib-swiss-community,ok,3,초록<50자 skip; 25분벽시계; JS렌더의존(취약)
sib-swiss-training,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
simula-no-publications,ok,4,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
sintef-no-en,ok,3,MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
siseministeerium-ee-otsing,ok,2,MAX_PAGES=200; 25분벽시계
skillsdevelopmentscotland-co-uk-publications-statist,ok,1,25분벽시계
skm-dk-aktuelt,ok,5,초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
sm-dk-publikationer,ok,3,PDF링크 접미사판정(랜딩미추적); 초록<100자 skip; 25분벽시계
sm-ee-otsing,ok,1,25분벽시계
socialstyrelsen-se-en,timeout,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계; JS렌더의존(취약)
sodha-be-dataverse,ok,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
sonar-ch-global,ok,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
sozialministerium-gv-at-services,ok,2,MAX_PAGES=200; 25분벽시계
sozialministerium-gv-at,?,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
spo-go-kr-site,ok,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
srnl-gov-newsroom,ok,4,초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
stami-no-en,ok,5,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성
stat-inst-se-om-sis,timeout,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
statbel-fgov-be-nl,?,2,초록<50자 skip; 25분벽시계
state-gov-department-reports,ok,5,초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
state-gov-plans-performance-bu,?,4,초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
state-gov-press-releases,ok,4,초록<100자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
state-gwd-go-kr-portal,ok,3,초록<50자 skip; 25분벽시계; 뉴스/보도성
statistischebibliothek-de-mir,ok,4,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
stats-govt-nz-indicators,ok,3,초록<50자 skip; 25분벽시계; JS렌더의존(취약)
stats-govt-nz-publications,ok,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
stepi-re-kr-site,ok,2,초록<50자 skip; 25분벽시계
swisspeace-ch-publications,ok,1,25분벽시계
swisspolar-ch-expeditions,ok,4,PDF링크 접미사판정(랜딩미추적); 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
swisstph-ch-en,ok,2,MAX_PAGES=200; 25분벽시계
telemarksforsking-no-publikasjoner,ok,5,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
tigta-gov-reports,timeout,2,초록<50자 skip; 25분벽시계
toi-no-publications,ok,3,PDF링크 접미사판정(랜딩미추적); 25분벽시계; JS렌더의존(취약)
transformation-gouv-fr-espace-presse,timeout,3,MAX_PAGES=200; 25분벽시계; 뉴스/보도성
transparency-gov-au-publications,empty_zero_parse,1,25분벽시계
transport-govt-nz-documents-and-public,empty_zero_parse,3,초록<100자 skip; MAX_PAGES=200; 25분벽시계
transportation-gov-newsroom,empty_zero_parse,4,MAX_PAGES=200; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
transportes-gob-es-el-ministerio,ok,4,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계; 뉴스/보도성
treasury-gov-au-publication,ok,2,초록<50자 skip; 25분벽시계
treasury-govt-nz-publications,ok,3,PDF링크 접미사판정(랜딩미추적); 25분벽시계; JS렌더의존(취약)
trm-dk-nyheder,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
ufm-dk-publikationer,ok,2,초록<50자 skip; 25분벽시계
ukdataservice-ac-uk-2026,ok,5,초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
ulsan-go-kr-u,ok,3,초록<50자 skip; 25분벽시계; JS렌더의존(취약)
um-dk-om-os,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계
ungeneva-org-en,ok,3,MAX_PAGES=200; 25분벽시계; 뉴스/보도성
unidata-gv-at-pages,empty_zero_parse,4,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계; JS렌더의존(취약)
unikorea-go-kr-web,ok,3,초록<50자 skip; MAX_PAGES=200; 25분벽시계
usgs-gov-news,ok,2,초록<50자 skip; 뉴스/보도성
ustat-mur-gov-it,ok,2,초록<50자 skip; 25분벽시계
uvek-admin-ch-en,ok,3,25분벽시계; 뉴스/보도성; JS렌더의존(취약)
va-gov-vetdata,ok,1,25분벽시계
vbs-admin-ch-en,ok,2,25분벽시계; 뉴스/보도성
vlaanderen-be-nieuwsberichten,ok,2,초록<50자 skip; 25분벽시계
vtg-admin-ch-en,ok,3,초록<100자 skip; 25분벽시계; JS렌더의존(취약)
wallonie-be-fr,ok,1,25분벽시계
waltoninstitute-ie-research,ok,5,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
wbf-admin-ch-en,ok,3,MAX_PAGES=200; 25분벽시계; 뉴스/보도성
wef-infor-cl-indexphp,ok,0,
werk-belgie-be-nl,ok,5,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성
who-int-publications,ok,2,MAX_PAGES=200; 25분벽시계
wodc-nl-documenten,ok,4,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; MAX_PAGES=200; 25분벽시계
women-govt-nz-library,ok,1,25분벽시계
wti-org-research,ok,3,PDF링크 접미사판정(랜딩미추적); 초록<50자 skip; 25분벽시계
www2-mrc-lmb-cam-ac-uk-research,ok,4,초록<50자 skip; 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
www6-slac-stanford-edu-news-and-events,ok,4,초록<50자 skip; MAX_PAGES=200; 25분벽시계; 뉴스/보도성
xxgk-mot-gov-cn-2020,ok,3,PDF링크 접미사판정(랜딩미추적); MAX_PAGES=200; 25분벽시계
yme-gr-2013-01-31-06-37-23,ok,1,뉴스/보도성
ypen-gov-gr-category,ok,2,초록<50자 skip; 25분벽시계
ypergasias-gov-gr-category,empty_zero_parse,4,PDF링크 접미사판정(랜딩미추적); 25분벽시계; 뉴스/보도성; JS렌더의존(취약)
ypes-gr-category,ok,3,25분벽시계; 뉴스/보도성; JS렌더의존(취약)
