mpn	doc_type	url
IRFP4227	spice	https://www.infineon.com/assets/row/public/documents/24/50/infineon-spice-file-irfp4227-sm-en.spi
ICE2PCS01G	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---ice2pcs01g---pfc-ccm-continuous-conduction-mode-ics---cadence---v1.0.zip-pcb-en.zip
KP235	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-kp235-datasheet-en.pdf
IPTG007N06NM5	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-iptg007n06nm5-n-channel-cadence-pcbdesigndata-en.zip
AUIRF7342Q	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---auirf7342q---20v-150v-p-channel-automotive-mosfet---eagle---v1.0.zip-pcb-en.zip
IGD03N120S7	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols-igd03n120s7-igbt-discretes-kicad-pcbdesigndata-en.zip
TLE4252D	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tle4252d---linear-voltage-regulators-for-automotive-applications---cadence-pcbdesigndata-en.zip
1EDI40I12AH	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---1edi40i12ah---gate-driver-ics---eagle-pcbdesigndata-en.zip
AIMZA75R040M2H	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-aimza75r040m2h-productqualificationreport-en.pdf
IPT010N08NM5	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-ipt010n08nm5-productqualificationreport-en.pdf
BTS50007-1LUA	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-bts50007-1lua-power-profet--12v--automotive-smart-high-side-switch-cadence-pcbdesigndata-en.zip
IKD06N60RF	package	https://www.infineon.com/assets/row/public/documents/60/76/infineon-pg-to252-3-313-ikd06n60rfaatma1-pd-en.pdf
IPQC60T022S7	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-ipqc60t022s7-500v-950v-eagle-pcbdesigndata-en.zip
CY8C4148LDE-S563	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy8c4148lde-s563-automotive-psoc-4100s-max-mentor-pcbdesigndata-en.zip
SAK-XC2289I-136F128LR-AA	datasheet	https://www.infineon.com/assets/row/public/documents/10/49/infineon-sak-xc2289i-136f128lr-aa-datasheet-en.pdf
IPD30N06S4L-23	package	https://www.infineon.com/assets/row/public/documents/10/76/infineon-pg-to252-3-11-ipd30n06s4l23atma2-pd-en.pdf
CYT2BL8BAAQ1AZEGST	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cyt2bl8baaq1azegs-traveo-t2g-cyt2bl-series-cadence-pcbdesigndata-en.zip
CY8C4045LQI-T411	pcb_3d	https://www.infineon.com/assets/row/public/documents/30/60/infineon-pcb-footprints-and-symbols-cy8c4045lqi-t411-psoc-4000t-altium-pcbdesigndata-en.zip
CYPD3172P-24LQXQ	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-cypd3172p-24lqxq-productqualificationreport-en.pdf
IMT65R048M1H	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-imt65r048m1h-650v-altium-pcbdesigndata-en.zip
TCI-R	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-tci-r-sensor-cadstar-pcbdesigndata-en.zip
IRF6785	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---irf6785---12v-300v-n-channel-power-mosfet---cadence-pcbdesigndata-en.zip
TLS810B1LD-V50	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tls810b1ld-v50---linear-voltage-regulators-for-automotive-applications---cadence---v1-pcb-en.zip
IMZC140R011M2H	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols-imzc140r011m2h-power-cadstar-pcbdesigndata-en.zip
BCW68H	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-bcw68h-pqr-en.pdf
PVI5033R	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-pvi5033r-datasheet-en.pdf
IQFH36N04NM6	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqfh36n04nm6-datasheet-en.pdf
ISZ080N10NM6	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-isz080n10nm6-productqualificationreport-en.pdf
IKN04N60RC2	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ikn04n60rc2-datasheet-cn.pdf
IRF7726	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-irf7726-datasheet-en.pdf
BCR198	package	https://www.infineon.com/assets/row/public/documents/24/76/infineon-pg-sot23-3-3-bcr198e6327htsa1-pd-en.pdf
FP15R12W1T4-B11	spice	https://www.infineon.com/assets/row/public/documents/60/50/infineon-fp15r12w1t4-b11-plecs-simulationmodels-en.zip
IGP50N60T	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols---igp50n60t---discrete-igbt-without-anti-parallel-diode---eagle---v1.0.zip-pcb-en.zip
IKP20N60H3	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols-ikp20n60h3-igbt-discretes-cadence-pcbdesigndata-en.zip
IKW50N65H5	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ikw50n65h5-datasheet-en.pdf
BSZ065N06LS5	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-bsz065n06ls5-productqualificationreport-en.pdf
FP35R12W2T4P-B11	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-fp35r12w2t4p-b11-3d-model-pcbdesigndata-en.stp
BTS50080-1TMB	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---bts50080-1tmb---smart-high-side-switch-profet---mentor---v1.0.zip-pcb-en.zip
XMC4800-F144K1536-AA	package	https://www.infineon.com/assets/row/public/documents/30/76/infineon-pg-lqfp-144-24-xmc4800f144k1536aaxqma1-pd-en.pdf
CY15B064Q-SXET	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy15b064q-sxet-f-ram-ferroelectric-ram-cadence-pcbdesigndata-en.zip
IRLR3114Z	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-irlr3114z-datasheet-en.pdf
IRL40DM247	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-irl40dm247-datasheet-en.pdf
2EDL8023G	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---2edl8023g---gate-driver-ics---eagle-pcbdesigndata-en.zip
1ED3121MU12H	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-1ed3121mu12h-gate-driver-ics-altium-pcbdesigndata-en.zip
CYPD2134A-24LQXQT	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-cypd2134a-24lqxqt-productqualificationreport-en.pdf
AIMDQ75R040M1H	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-aimdq75r040m1h-discretes-kicad-pcbdesigndata-en.zip
BTM9011EP	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-btm9011ep-integrated-full-bridge-ics-eagle-pcbdesigndata-en.zip
IPG20N06S4L-26	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---ipg20n06s4l-26---55v-60v-n-channel-automotive-mosfet---eagle-pcbdesigndata-en.zip
TLS820F3ELV50	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-tls820f3elv50-linear-voltage-regulators-for-automotive-applications-eagle-pcbdesigndata-en.zip
BSZ099N06LS5	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz099n06ls5-datasheet-cn.pdf
FZ1500R45KL3-B5	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-fz1500r45kl3-b5-datasheet-de.pdf
ISZ810P06LM	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-isz810p06lm-p-channel-mentor-pcbdesigndata-en.zip
6EDL7141	user_manual	https://www.infineon.com/assets/row/public/documents/24/44/infineon-evaluation-board-eval-6edl7141-foc-3sh-usermanual-en.pdf
XMC1402-Q064X0200-AA	package	https://www.infineon.com/assets/row/public/documents/30/76/infineon-pg-vqfn-64-6-xmc1402q064x0200aaxuma1-pd-en.pdf
FF225R12MS4	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff225r12ms4-datasheet-de.pdf
CY8C4014SXA-421Z	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy8c4014sxa-421z-automotive-psoc-4000-cadence-pcbdesigndata-en.zip
IKD04N60R	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols---ikd04n60ra---automotive-igbt-discrete---mentor---v1.0.zip-pcb-en.zip
AIMCQ120R160M1T	datasheet	https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r160m1t-datasheet-cn.pdf
BSZ075N08NS5	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---bsz075n08ns5---80v-100v-n-channel-power-mosfet---cadence---v1.0.zip-pcb-en.zip
IRLML2246	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---irlml2246---n-channel---cadence-pcbdesigndata-en.zip
IPD50N06S2-14	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---ipd50n06s2-14---automotive-mosfet---eagle-pcbdesigndata-en.zip
CY7C652148-24LTXI	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-cy7c652148-24ltxi-productqualificationreport-en.pdf
CLS850F3TUV50	datasheet	https://www.infineon.com/assets/row/public/documents/10/49/infineon-cls850f3tuv50-datasheet-cn.pdf
SAL-TC265D-40F200N-BC	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---sal-tc265d-40f200n-bc---aurix-family---tc26xd---cadence-pcb-en.zip
ISZ230N10NM6	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-isz230n10nm6-n-channel-eagle-pcbdesigndata-en.zip
IPS80R1K2P7	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---ips80r1k2p7---500v-950v---altium-pcbdesigndata-en.zip
FF750R17ME7D-B11	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff750r17me7d-b11-datasheet-de.pdf
IMT40R045M2H	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-imt40r045m2h-400v-cadence-pcbdesigndata-en.zip
AUIRFP064N	datasheet	https://www.infineon.com/assets/row/public/documents/10/49/infineon-auirfp064n-ds-en.pdf
S80KS2563GABHM023	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-s80ks2563gabhm023-psram-pseudostatic-dram-cadence-pcbdesigndata-en.zip
XMC4108-Q48K64-BA	pcb_3d	https://www.infineon.com/assets/row/public/documents/30/60/infineon-pcb-footprints-and-symbols---xmc4108-q48k64-ba---32-bit-xmc4000-industrial-microcontroller-arm-cortex-m4---mentor-pcbdesigndata-en.zip
IPP029N06N	package	https://www.infineon.com/assets/row/public/documents/24/76/infineon-pg-to220-3-1-ipp029n06naksa1-pd-en.pdf
CY8C4125PVS-482ZT	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy8c4125pvs-482zt-automotive-psoc-4100-altium-pcbdesigndata-en.zip
IRL1404S	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-irl1404s-productqualificationreport-en.pdf
AIMW120R035M1H	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---aimw120r035m1h---discretes---cadence-pcbdesigndata-en.zip
TLE9250SJ	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tle9250sj---automotive-can-transceivers---altium-pcbdesigndata-en.zip
IPL60R095CFD7	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r095cfd7-ds-en.pdf
IPD50R2K0CE	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-ipd50r2k0ce-pqr-en.pdf
BSS127	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---bss127---20v-800v-n-channel-small-signal-mosfet---eagle-pcb-en.zip
BGA729N6	package	https://www.infineon.com/assets/row/public/documents/24/76/infineon-pg-tsnp-6-2-bga729n6e6327xtsa1-pd-en.pdf
IPB048N15N5LF	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---ipb048n15n5lf---12v-300v-n-channel-power-mosfet---altium-pcbdesigndata-en.zip
KP305	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-kp305-datasheet-en.pdf
FP50R12W3T7-B11	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-fp50r12w3t7-b11-datasheet-ja.pdf
BSC088N15LS5	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-bsc088n15ls5-n-channel-eagle-pcbdesigndata-en.zip
BTS50055-1TMB	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---bts50055-1tmb---automotive-smart-high-side-switch--profet---eagle---v1-pcb-en.zip
CYT4BF8CDDQ0AESGS	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cyt4bf8cddq0aesgs-traveo-t2g-cyt4bf-series-altium-pcbdesigndata-en.zip
TLF35585QUS02	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-tlf35585qus02-optireg-pmic-mentor-pcbdesigndata-en.zip
BSC097N06NS	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---bsc097n06ns---40v-75v-n-channel-power-mosfet---mentor---v1.0.zip-pcb-en.zip
IPC100N04S5L-2R6	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---ipc100n04s5l-2r6---automotive-mosfet---mentor-pcbdesigndata-en.zip
6EDL7141	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-6edl7141-datasheet-en.pdf
IAUC50N08S5L096	datasheet	https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc50n08s5l096-datasheet-en.pdf
IPP050N10NF2S	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-ipp050n10nf2s-n-channel-altium-pcbdesigndata-en.zip
S70KS1282GABHI023	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-s70ks1282gabhi023-psram-pseudostatic-dram-cadence-pcbdesigndata-en.zip
IPP60R099CP	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-ipp60r099cp-pqr-en.pdf
IPP60R280P7	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r280p7-ds-en.pdf
IPT025N15NM6	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-ipt025n15nm6-productqualificationreport-en.pdf
TLE9891-2QTW60	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-tle9891-2qtw60-3-phase-bridge-driver-integrated-arm-cortex--m3-altium-pcbdesigndata-en.zip
FP25R12W2T4P	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-fp25r12w2t4p-ds-en.pdf
FF1MR12MM1HP-B11	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1mr12mm1hp-b11-datasheet-de.pdf
IRFS3006	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-irfs3006-productqualificationreport-en.pdf
TLF51801ELV	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tlf51801elv---optireg-switchers-automotive---mentor-pcbdesigndata-en.zip
CY8C4147AZS-S265T	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy8c4147azs-s265t-automotive-psoc-4100s-plus-mentor-pcbdesigndata-en.zip
IGP30N65H5	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols---igp30n65h5---discrete-igbt-without-anti-parallel-diode---altium---v1.0.zip-pcb-en.zip
2ED1324S12P	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-2ed1324s12p-gate-driver-ics-mentor-pcbdesigndata-en.zip
IRS2103	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-irs2103-datasheet-en.pdf
IAUZN08S7N046	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-iauzn08s7n046-automotive-mosfet-cadstar-pcbdesigndata-en.zip
BAS40-06W	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-pqr-bas40-06w-productqualificationreport-en.pdf
TLE8386-2EL	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tle8386-2el---dc-dc-converter-automotive---mentor-pcb-en.zip
IMLT40R036M2H	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-imlt40r036m2h-datasheet-cn.pdf
IAUC120N04S6N006	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---iauc120n04s6n006---20v-40v-n-channel-automotive-mosfet---eagle-pcbdesigndata-en.zip
F4-250R17MP4-B11	spice	https://www.infineon.com/assets/row/public/documents/60/50/infineon-f4-250r17mp4-b11-plecs-simulationmodels-en.zip
2ED21834S06J	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---2ed21834s06j---gate-driver-ics---eagle-pcbdesigndata-en.zip
1ED020I12-F2	package	https://www.infineon.com/assets/row/public/documents/60/76/infineon-pg-dso-16-15-1ed020i12f2xuma1-pd-en.pdf
CY8C4014LQE-422Z	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy8c4014lqe-422z-automotive-psoc-4000-altium-pcbdesigndata-en.zip
FD650R17IE4	package	https://www.infineon.com/assets/row/public/documents/60/76/infineon-fd650r17ie4d-b2-primepack2-module---ag-prime2-1-1-pd-en.pdf
CY15B104QN-50SXAT	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy15b104qn-50sxat-excelon-f-ram-altium-pcbdesigndata-en.zip
1EDI3031AS	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---1edi3031as---gate-driver-ics---cadence-pcbdesigndata-en.zip
IR2011	spice	https://www.infineon.com/assets/row/public/documents/24/50/infineon-ir2011-pspice-simulationmodels-en.zip
IPC218N04N3	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipc218n04n3-ds-en.pdf
IM12B20EC1	folder_75	https://www.infineon.com/assets/row/public/documents/60/75/infineon-ma006034529-im12b20ec1-materialcontentdatasheet-en.pdf
BSP324	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-bsp324-small-signalsmall-power-mentor-pcbdesigndata-en.zip
IPP175N20NM6	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-ipp175n20nm6-n-channel-designspark-pcbdesigndata-en.zip
CY8C4124PVS-S422T	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy8c4124pvs-s422t-automotive-psoc-4100s-mentor-pcbdesigndata-en.zip
BSC059N04LS-G	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-bsc059n04ls-g-productqualificationreport-en.pdf
SAK-TC297T-96F300N-BC	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---sak-tc297t-96f300n-bc---aurix-family---tc29xt---mentor-pcb-en.zip
IPD30N03S4L-14	datasheet	https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n03s4l-14-datasheet-cn.pdf
IMBG65R260M1H	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-imbg65r260m1h-discretes-eagle-pcbdesigndata-en.zip
IKW50N65RH5	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols---ikw50n65rh5---discrete-igbt-with-anti-parallel-diode---cadence-pcbdesigndata-en.zip
IQFH39N04NM6	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-iqfh39n04nm6-n-channel-kicad-pcbdesigndata-en.zip
BTS7080-2EPA	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---bts7080-2epa---automotive-smart-high-side-switch--profet---cadence-pcb-en.zip
BFP842ESD	spice	https://www.infineon.com/assets/row/public/documents/24/50/infineon-an322-bfp842esd-awr-mwo-apllication-example-sm-en.zip
FF100R12W1T7E-B11	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols-ff100r12w1t7e-b11-igbt-modules-altium-pcbdesigndata-en.zip
TLS4120D0EPV	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tls4120d0epv---optireg-switchers-automotive---mentor-pcbdesigndata-en.zip
IAUS300N08S5N014	datasheet	https://www.infineon.com/assets/row/public/documents/10/49/infineon-iaus300n08s5n014-datasheet-en.pdf
CY8C5667LTI-LP009	pcb_3d	https://www.infineon.com/assets/row/public/documents/30/60/infineon-pcb-footprints-and-symbols-cy8c5667lti-lp009-cy8c56lpxxx-altium-pcbdesigndata-en.zip
AIMCQ120R030M1T	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-aimcq120r030m1t-discretes-eagle-pcbdesigndata-en.zip
TLT125D0EJ	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tlt125d0ej---linear-voltage-regulators-for-automotive-applications---mentor-pcbdesigndata-en.zip
FD800R45KL3-K-B5	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-fd800r45kl3-k-b5-datasheet-en.pdf
IRFP4868	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-irfp4868-datasheet-en.pdf
IKW60N60H3	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ikw60n60h3-ds-en.pdf
IPF016N06NF2S	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipf016n06nf2s-datasheet-en.pdf
TDA38825	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-tda38825-integrated-pol-voltage-regulators-kicad-pcbdesigndata-en.zip
IPB029N15NM6	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-ipb029n15nm6-n-channel-cadstar-pcbdesigndata-en.zip
FF4MR20KM1H	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff4mr20km1h-datasheet-cn.pdf
IAUCN04S7L050H	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-iaucn04s7l050h-automotive-mosfet-mentor-pcbdesigndata-en.zip
IKW15N120H3	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols-ikw15n120h3-igbt-discretes-altium-pcbdesigndata-en.zip
IPI65R280E6	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---ipi65r280e6---650v-and-700v-coolmos-n-channel-power-mosfet---altium---v1.0.zip-pcb-en.zip
IRFL024N	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-irfl024n-datasheet-en.pdf
SAK-TC212L-8F133N-AC	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---sak-tc212l-8f133n-ac---aurix-family---tc21xl---cadence-pcb-en.zip
IM523-S6A	spice	https://www.infineon.com/assets/row/public/documents/60/50/infineon-im523-s6a-plecs-simulationmodels-en.zip
IRS2336DS	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---irs2336ds---gate-driver-ics---eagle-pcbdesigndata-en.zip
IDW30E65D1	pcb_3d	https://www.infineon.com/assets/row/public/documents/60/60/infineon-pcb-footprints-and-symbols---idw30e65d1---silicon-diodes---eagle-pcbdesigndata-en.zip
ISZ113N10NM5LF2	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols-isz113n10nm5lf2-n-channel-altium-pcbdesigndata-en.zip
DF1000R17IE4	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-df1000r17ie4p-ds-en.pdf
IMW120R090M1H	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-imw120r090m1h-datasheet-cn.pdf
IMLT65R033M2H	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-imlt65r033m2h-datasheet-cn.pdf
ICE3BR0665J	pqr	https://www.infineon.com/assets/row/public/documents/24/316/infineon-ice3br0665jz-productqualificationreport-en.pdf
IAUC60N04S6L045H	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-iauc60n04s6l045h-automotive-mosfet-cadence-pcbdesigndata-en.zip
IKCM10H60GA	datasheet	https://www.infineon.com/assets/row/public/documents/60/49/infineon-ikcm10h60ga-datasheet-cn.pdf
IPP80N04S4-04	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---ipp80n04s4-04---automotive-mosfet---eagle-pcbdesigndata-en.zip
BSC010N04LSI	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc010n04lsi-datasheet-en.pdf
BB814	spice	https://www.infineon.com/assets/row/public/documents/24/50/infineon-bb814-spice-spar.zip-sm-en.zip
CY8C4147LDE-S563	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols-cy8c4147lde-s563-automotive-psoc-4100s-max-mentor-pcbdesigndata-en.zip
NAC1080	pcb_3d	https://www.infineon.com/assets/row/public/documents/24/60/infineon-pcb-footprints-and-symbols---nac1080---nfc-tag-side-controllers---altium-pcbdesigndata-en.zip
IPZA65R018CFD7	datasheet	https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipza65r018cfd7-datasheet-en.pdf
TLE9250VSJ	pcb_3d	https://www.infineon.com/assets/row/public/documents/10/60/infineon-pcb-footprints-and-symbols---tle9250vsj---automotive-can-transceivers---altium-pcb-en.zip
